Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-30-286 LKR-500-250-600;3,0;db;14 567;15 822;43 701;47 466;91 167
61-30-287 LKR-500-250-800;2,0;db;17 480;18 987;34 961;37 973;72 934
61-30-288 LKR-500-250-900;2,0;db;19 666;21 360;39 332;42 720;82 052
61-30-289 LKR-500-250-1100;1,0;db;24 036;26 107;24 036;26 107;50 143
61-30-290 LKR-500-250-1500;30,0;db;32 776;35 600;983 288;1 067 995;2 051 283
61-30-291 LKR-500-250-1900;1,0;db;41 515;45 093;41 515;45 093;86 608
61-30-292 LKR-500-300-100;11,0;db;14 567;15 822;160 237;174 044;334 280
61-30-293 LKR-500-300-200;13,0;db;14 567;15 822;189 371;205 688;395 059
61-30-294 LKR-500-300-300;8,0;db;14 567;15 822;116 536;126 577;243 113
61-30-295 LKR-500-300-400;8,0;db;14 567;15 822;116 536;126 577;243 113
61-30-296 LKR-500-300-500;5,0;db;14 567;15 822;72 835;79 111;151 946
61-30-297 LKR-500-300-600;4,0;db;14 567;15 822;58 268;63 289;121 556
61-30-298 LKR-500-300-700;3,0;db;16 315;17 721;48 945;53 163;102 108
61-30-299 LKR-500-300-800;4,0;db;18 645;20 252;74 578;81 008;155 587
61-30-300 LKR-500-300-900;7,0;db;20 975;22 784;146 827;159 490;306 317
61-30-301 LKR-500-300-1000;5,0;db;23 306;25 315;116 530;126 577;243 107
61-30-302 LKR-500-300-1100;2,0;db;25 637;27 847;51 273;55 693;106 966
61-30-303 LKR-500-300-1200;1,0;db;27 967;30 379;27 967;30 379;58 346
61-30-304 LKR-500-300-1300;10,0;db;30 298;32 910;302 981;329 098;632 080
61-30-305 LKR-500-300-1400;4,0;db;32 629;35 442;130 515;141 768;272 284
61-30-306 LKR-500-300-1500;64,0;db;34 960;37 973;2 237 413;2 430 282;4 667 695
61-30-307 LKR-500-350-100;2,0;db;14 567;15 822;29 134;31 644;60 778
61-30-308 LKR-500-350-400;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-309 LKR-500-350-500;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-310 LKR-500-350-1100;4,0;db;27 241;29 588;108 963;118 351;227 314
61-30-311 LKR-500-350-1200;2,0;db;29 715;32 278;59 431;64 555;123 986
61-30-312 LKR-500-350-1500;7,0;db;37 145;40 346;260 016;282 425;542 442
61-30-313 LKR-500-400-100;3,0;db;14 567;15 822;43 701;47 466;91 167
61-30-314 LKR-500-400-300;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-315 LKR-500-400-500;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-316 LKR-500-400-600;2,0;db;15 732;17 088;31 465;34 175;65 640
61-30-317 LKR-500-400-700;1,0;db;18 353;19 935;18 353;19 935;38 289
61-30-318 LKR-500-400-800;3,0;db;20 975;22 784;62 926;68 353;131 279
61-30-319 LKR-500-400-900;1,0;db;23 597;25 632;23 597;25 632;49 229
61-30-320 LKR-500-400-1000;3,0;db;26 219;28 480;78 658;85 440;164 098
61-30-321 LKR-500-400-1100;4,0;db;28 841;31 328;115 366;125 310;240 676
61-30-322 LKR-500-400-1200;5,0;db;31 464;34 175;157 318;170 877;328 194
61-30-323 LKR-500-400-1300;1,0;db;34 086;37 024;34 086;37 024;71 110
61-30-324 LKR-500-400-1400;1,0;db;36 708;39 872;36 708;39 872;76 580
61-30-325 LKR-500-400-1500;22,0;db;39 330;42 720;865 253;939 836;1 805 088
61-30-326 LKR-500-400-1600;3,0;db;41 952;45 568;125 855;136 703;262 558
61-30-327 LKR-500-400-1700;4,0;db;14 567;15 822;58 268;63 289;121 556
61-30-328 LKR-500-500-200;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-329 LKR-500-500-300;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-330 LKR-500-500-400;2,0;db;14 567;15 822;29 134;31 644;60 778
61-30-331 LKR-500-500-500;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-332 LKR-500-500-600;1,0;db;17 480;18 987;17 480;18 987;36 467
