Tétel;Megjegyzés;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
13-01-54 Alaplemez ALAGSOR DÉL peremének zsaluzása, egyoldali zsaluzat;;2,7;m2;9 162;14 317;24 738;38 656;63 393
13-01-55 Padlócsatorna ALAGSOR DÉL peremének zsaluzása, egyoldali zsaluzat;;6,6;m2;10 716;16 306;60 008;91 313;151 322
13-01-56 Alaplemez ALAGSOR ÉSZAK peremének zsaluzása, egyoldali zsaluzat;;6,9;m2;9 162;14 317;62 944;98 355;161 300
13-01-57 Alaplemez BELSŐ UDVAR peremének zsaluzása, egyoldali zsaluzat;;2,1;m2;9 162;14 317;19 240;30 066;49 306
13-01-58 Alaplemez BELSŐ UDVAR peremének zsaluzása, egyoldali zsaluzat;;4,3;m2;29 870;46 517;129 040;200 953;329 993
13-01-59 Szigetelésvezető fal függőleges zsaluzása, ALAGSOR ÉSZAK, egyoldali falzsalu, változó magasságban;;35,4;m2;29 870;59 731;1 058 397;2 116 267;3 174 574
13-01-60 Szigetelésvezető fal JET oszlopba vésett függőleges zsaluzása, ALAGSOR ÉSZAK, egyoldali falzsalu, változó magasságban;;11,9;m2;29 870;59 731;356 655;711 993;1 068 048
13-01-61 Szigetelésvezető fal függőleges zsaluzása, ALAGSOR DÉL, egyoldali falzsalu, változó magasságban;;29,2;m2;29 870;59 731;872 215;1 744 143;2 616 358
13-01-62 Szigetelésvezető fal függőleges zsaluzása, BELSŐ UDVAR, egyoldali falzsalu, változó magasságban;;86,6;m2;29 870;59 731;2 586 177;5 171 505;7 757 681
13-02-00 ÉPÍTÉSI SEGÉDSZERKEZETEK - VÁLLALKOZÓI KIEGÉSZÍTŐ TÉTELEK;;;;;;274 438 489;183 959 401;458 397 890
13-02-01 F1 Liftakna süllyeszték függőleges falainak zsaluzása, kétoldali zsaluzat;;8,9;m2;10 716;16 306;95 263;144 960;240 223
13-02-02 F2 Liftakna süllyeszték függőleges falainak zsaluzása, kétoldali zsaluzat;;4,2;m2;10 716;16 306;45 444;69 156;114 600
13-02-03 F3 Liftakna süllyeszték függőleges falainak zsaluzása, kétoldali zsaluzat;;5,0;m2;9 162;14 317;46 095;71 011;117 106
13-02-04 F4 Liftakna süllyeszték függőleges falainak zsaluzása, kétoldali zsaluzat;;5,1;m2;10 716;16 306;54 683;83 209;137 892
13-02-05 F11 Liftakna süllyeszték függőleges falainak zsaluzása, kétoldali zsaluzat /RÉSZBEN FENNMARADÓ/;;5,5;m2;9 162;14 317;50 676;79 186;129 861
