Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-70-49 FK-EU-1300x400x375;3,0;db;299 522;51 040;898 567;153 119;1 051 686
61-70-50 FK-EU-1300x550x375;3,0;db;321 480;51 040;964 439;153 119;1 117 558
61-70-51 FK-EU-1300x600x375;1,0;db;329 013;51 040;329 013;51 040;380 053
61-70-52 FK-EU-1400x800x600;2,0;db;585 061;102 078;1 170 123;204 156;1 374 279
61-70-53 FK-EU-1500x500x375;1,0;db;330 982;51 040;330 982;51 040;382 022
61-70-54 FK-EU-1500x700x375;4,0;db;360 472;51 040;1 441 888;204 159;1 646 047
61-70-55 FK-EU-1600x400x375;1,0;db;525 869;102 078;525 869;102 078;627 947
61-70-56 FK-EU-1700x900x375;1,0;db;966 358;153 118;966 358;153 118;1 119 476
61-70-57 FKRS-EU-100;4,0;db;180 637;27 433;722 549;109 732;832 282
Tűzvédelmi légcsatorna a füstelszívó és légutánpótló rendszerek elemeire PROMAT 90 perces hő- és füstelvezető légcsatorna több tűzszakaszhoz (multi) EI 90 (ve - ho) S 1500 multi (MSZ EN 13501-4 szerint) 4 oldalú vízszintesen és függőlegesen 50 mm vastag PROMATECT®-L500 kalcium-szilikát tűzvédő építőlemezekből építve, testsűrűség kb. 500 kg/m³, A1 tűzvédelmi osztály (MSZ EN 13501-1 szerint), minőségbiztosítás ISO 9001 szerint. Tanúsítvány: ITB AT-15-3550/2016;0;0;0;0;-;-;-
61-70-58 Promatect-600-250-16400;2,0;db;1 652 167;1 113 267;3 304 335;2 226 533;5 530 868
61-70-59 Promatect-600-600-100;2,0;db;53 023;35 728;106 045;71 455;177 501
61-70-60 Promatect-600-600-200;1,0;db;53 023;35 728;53 023;35 728;88 750
61-70-61 Promatect-600-600-300;2,0;db;53 023;35 728;106 045;71 455;177 501
61-70-62 Promatect-600-600-400;1,0;db;55 144;37 157;55 144;37 157;92 300
61-70-63 Promatect-600-600-600;1,0;db;82 714;55 734;82 714;55 734;138 448
61-70-64 Promatect-600-600-1100;1,0;db;151 643;102 181;151 643;102 181;253 823
61-70-65 Promatect-600-1200-200;1,0;db;53 023;35 728;53 023;35 728;88 750
61-70-66 Promatect-600-1200-300;2,0;db;60 445;40 729;120 891;81 458;202 348
61-70-67 Promatect-600-1200-400;1,0;db;80 593;54 305;80 593;54 305;134 898
61-70-68 Promatect-600-1200-500;1,0;db;100 742;67 882;100 742;67 882;168 624
61-70-69 Promatect-600-1200-600;1,0;db;120 891;81 459;120 891;81 459;202 350
61-70-70 Promatect-600-1200-1100;2,0;db;221 633;149 341;443 267;298 682;741 948
61-70-71 Promatect-600-1200-1200;2,0;db;241 781;162 917;483 561;325 835;809 396
61-70-72 Promatect-600-1200-1300;1,0;db;261 929;176 493;261 929;176 493;438 422
61-70-73 Promatect-600-1200-1500;35,0;db;302 226;203 646;10 577 912;7 127 619;17 705 531
61-70-74 Promatect-750-250-100;1,0;db;93 318;62 880;93 318;62 880;156 198
61-70-75 Promatect-750-250-800;1,0;db;139 979;94 320;139 979;94 320;234 299
61-70-76 Promatect-750-250-1100;1,0;db;174 973;117 900;174 973;117 900;292 873
61-70-77 Promatect-750-250-1500;2,0;db;338 282;227 941;676 564;455 883;1 132 447
61-70-78 Promatect-750-250-2900;1,0;db;349 946;235 801;349 946;235 801;585 747
61-70-79 Promatect-750-250-3000;2,0;db;443 264;298 682;886 529;597 363;1 483 892
61-70-80 Promatect-750-250-4200;1,0;db;443 264;298 682;443 264;298 682;741 946
61-70-81 Promatect-750-250-7800;1,0;db;851 534;573 782;851 534;573 782;1 425 316
61-70-82 Promatect-750-250-14300;1,0;db;1 668 074;1 123 985;1 668 074;1 123 985;2 792 059
61-70-83 Promatect-750-250-16400;1,0;db;1 913 037;1 289 046;1 913 037;1 289 046;3 202 083
61-70-84 Promatect-800-200-300;1,0;db;53 023;35 728;53 023;35 728;88 750
61-70-85 Promatect-800-200-400;1,0;db;53 023;35 728;53 023;35 728;88 750
