Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
"Négyszög keresztmetszetű tűzvédelmi csappantyúk tűzszakasz határok lezárására. A működésre kész egységek tartalmazzák a lezárólapot és a kioldószerkezetet. Tűzállósági teszt az EN 1366-2 szerint. A tűzvédelmi csappantyú beépíthető betonfalakba, beton födémbe, könnyű válaszfalakba, illetve légcsatornába. Épületfelügyeleti rendszerbe integrálható. Rugóvisszatérítésű motor (motor árával együtt) termoelektromos kioldóberendezéssel. Integrált végálláskapcsolókkal a ""NYITOTT"" és a ""ZÁRT"" állapot jelzésére. TROX FK és FKS típus";0;0;0;0;-;-;-
61-70-13 FK-EU600x2400x375;1,0;db;659 416;102 078;659 416;102 078;761 494
61-70-14 FK-EU-300x200x375;7,0;db;197 932;30 624;1 385 526;214 368;1 599 894
61-70-15 FK-EU-300x400x375;1,0;db;225 789;30 624;225 789;30 624;256 413
61-70-16 FK-EU-400x200x375;6,0;db;201 541;30 624;1 209 247;183 744;1 392 992
61-70-17 FK-EU-400x250x375;4,0;db;221 858;30 624;887 431;122 496;1 009 928
61-70-18 FK-EU-400x300x375;1,0;db;225 789;30 624;225 789;30 624;256 413
61-70-19 FK-EU-400x700x375;2,0;db;256 920;30 624;513 840;61 248;575 088
61-70-20 FK-EU-450x200x375;4,0;db;209 438;30 624;837 754;122 496;960 250
61-70-21 FK-EU-500x200x375;4,0;db;208 745;30 624;834 981;122 496;957 477
61-70-22 FK-EU-500x300x375;4,0;db;232 993;30 624;931 973;122 496;1 054 469
61-70-23 FK-EU-500x500x375;4,0;db;249 708;30 624;998 831;122 496;1 121 327
61-70-24 FK-EU-550x300x375;4,0;db;234 964;30 624;939 854;122 496;1 062 350
61-70-25 FK-EU-600x200x375;4,0;db;212 677;30 624;850 706;122 496;973 203
61-70-26 FK-EU-600x300x375;6,0;db;236 603;30 624;1 419 620;183 744;1 603 364
61-70-27 FK-EU-600x400x375;6,0;db;247 747;30 624;1 486 480;183 744;1 670 225
61-70-28 FK-EU-600x500x375;1,0;db;255 280;30 624;255 280;30 624;285 904
61-70-29 FK-EU-600x600x375;1,0;db;268 063;30 624;268 063;30 624;298 687
61-70-30 FK-EU-700x300x375;4,0;db;244 137;30 624;976 547;122 496;1 099 043
61-70-31 FK-EU-700x400x375;3,0;db;253 310;30 624;759 930;91 872;851 802
61-70-32 FK-EU-700x500x375;3,0;db;260 851;30 624;782 554;91 872;874 426
61-70-33 FK-EU-700x600x375;3,0;db;277 237;30 624;831 710;91 872;923 582
61-70-34 FK-EU-700x800x375;2,0;db;291 981;51 040;583 962;102 079;686 041
61-70-35 FK-EU-800x300x375;1,0;db;255 280;30 624;255 280;30 624;285 904
61-70-36 FK-EU-800x400x375;2,0;db;262 491;30 624;524 982;61 248;586 230
61-70-37 FK-EU-800x500x375;4,0;db;279 634;30 624;1 118 536;122 496;1 241 032
61-70-38 FK-EU-900x250x375;1,0;db;253 310;30 624;253 310;30 624;283 934
61-70-39 FK-EU-900x300x375;2,0;db;256 920;30 624;513 840;61 248;575 088
61-70-40 FK-EU-900x350x375;1,0;db;264 453;30 624;264 453;30 624;295 077
61-70-41 FK-EU-1000x400x375;2,0;db;279 206;30 624;558 411;61 248;619 659
61-70-42 FK-EU-1000x500x375;2,0;db;288 380;51 040;576 760;102 079;678 839
61-70-43 FK-EU-1000x800x375;1,0;db;321 480;51 040;321 480;51 040;372 519
61-70-44 FK-EU-1100x300x375;1,0;db;273 635;30 624;273 635;30 624;304 259
61-70-45 FK-EU-1100x400x375;2,0;db;284 778;51 040;569 556;102 079;671 635
61-70-46 FK-EU-1100x700x375;2,0;db;321 480;51 040;642 960;102 079;745 039
61-70-47 FK-EU-1200x250x375;2,0;db;271 664;30 624;543 328;61 248;604 577
61-70-48 FK-EU-1200x500x375;2,0;db;298 362;51 040;596 723;102 079;698 802
