Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-30-568 LKR-800-250-600;2,0;db;23 113;21 222;46 225;42 443;88 669
61-30-569 LKR-800-250-800;1,0;db;30 816;28 296;30 816;28 296;59 112
61-30-570 LKR-800-250-1500;5,0;db;57 781;53 055;288 904;265 274;554 178
61-30-571 LKR-800-300-100;6,0;db;18 343;16 842;110 057;101 054;211 112
61-30-572 LKR-800-300-200;8,0;db;18 343;16 842;146 743;134 739;281 482
61-30-573 LKR-800-300-500;4,0;db;20 177;18 527;40 355;37 054;77 409
61-30-574 LKR-800-300-600;2,0;db;24 212;22 233;48 425;44 466;92 890
61-30-575 LKR-800-300-700;2,0;db;28 248;25 938;56 497;51 876;108 373
61-30-576 LKR-800-300-900;1,0;db;36 320;33 349;36 320;33 349;69 668
61-30-577 LKR-800-300-1000;2,0;db;40 355;37 054;80 709;74 108;154 818
61-30-578 LKR-800-300-1200;2,0;db;48 426;44 466;96 851;88 931;185 782
61-30-579 LKR-800-300-1300;1,0;db;52 461;48 171;52 461;48 171;100 632
61-30-580 LKR-800-300-1400;1,0;db;56 497;51 876;56 497;51 876;108 373
61-30-581 LKR-800-300-1500;23,0;db;60 532;55 581;1 392 232;1 278 371;2 670 602
61-30-582 LKR-800-300-1600;2,0;db;64 567;59 287;129 134;118 574;247 708
61-30-583 LKR-800-350-100;2,0;db;18 343;16 842;36 686;33 685;70 371
61-30-584 LKR-800-350-800;1,0;db;33 752;30 991;33 752;30 991;64 743
61-30-585 LKR-800-350-1100;1,0;db;46 408;42 613;46 408;42 613;89 021
61-30-586 LKR-800-350-1500;11,0;db;63 283;58 108;696 111;639 186;1 335 297
61-30-587 LKR-800-400-100;4,0;db;18 343;16 842;73 371;67 370;140 741
61-30-588 LKR-800-400-200;2,0;db;18 343;16 842;36 686;33 685;70 371
61-30-589 LKR-800-400-300;3,0;db;18 343;16 842;55 029;50 527;105 556
61-30-590 LKR-800-400-400;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-591 LKR-800-400-500;2,0;db;22 012;20 212;44 023;40 424;84 447
61-30-592 LKR-800-400-700;1,0;db;35 219;32 339;35 219;32 339;67 557
61-30-593 LKR-800-400-800;3,0;db;35 219;32 339;105 656;97 016;202 672
61-30-594 LKR-800-400-900;2,0;db;39 621;36 381;79 242;72 761;152 003
61-30-595 LKR-800-400-1200;1,0;db;52 828;48 507;52 828;48 507;101 335
61-30-596 LKR-800-400-1300;2,0;db;57 230;52 550;114 461;105 101;219 562
61-30-597 LKR-800-400-1500;23,0;db;66 035;60 634;1 518 805;1 394 589;2 913 394
61-30-598 LKR-800-400-1600;1,0;db;70 437;64 677;70 437;64 677;135 115
61-30-599 LKR-800-500-100;4,0;db;18 343;16 842;73 371;67 370;140 741
61-30-600 LKR-800-500-200;3,0;db;18 343;16 842;55 029;50 527;105 556
61-30-601 LKR-800-500-300;3,0;db;18 343;16 842;55 029;50 527;105 556
61-30-602 LKR-800-500-400;1,0;db;19 076;17 517;19 076;17 517;36 594
61-30-603 LKR-800-500-500;1,0;db;23 846;21 895;23 846;21 895;45 741
61-30-604 LKR-800-500-600;3,0;db;28 615;26 275;85 844;78 824;164 668
61-30-605 LKR-800-500-800;2,0;db;38 154;35 033;76 308;70 067;146 374
61-30-606 LKR-800-500-1000;1,0;db;47 692;43 792;47 692;43 792;91 484
61-30-607 LKR-800-500-1100;2,0;db;52 461;48 171;104 922;96 342;201 264
61-30-608 LKR-800-500-1200;1,0;db;57 230;52 550;57 230;52 550;109 781
61-30-609 LKR-800-500-1400;2,0;db;66 769;61 308;133 537;122 616;256 153
61-30-610 LKR-800-500-1500;8,0;db;71 538;65 687;572 306;525 498;1 097 804
61-30-611 LKR-800-500-1600;2,0;db;76 307;70 067;152 614;140 133;292 747
61-30-612 LKR-800-600-100;2,0;db;18 343;16 842;36 686;33 685;70 371
61-30-613 LKR-800-600-500;1,0;db;25 680;23 580;25 680;23 580;49 261
61-30-614 LKR-800-700-100;1,0;db;18 343;16 842;18 343;16 842;35 185
