Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-70-86 Promatect-800-200-700;1,0;db;58 324;39 300;58 324;39 300;97 624
61-70-87 Promatect-800-200-1100;1,0;db;128 313;86 460;128 313;86 460;214 772
61-70-88 Promatect-800-200-1500;3,0;db;174 973;117 900;524 919;353 701;878 620
61-70-89 Promatect-800-200-2000;1,0;db;851 534;573 782;851 534;573 782;1 425 316
61-70-90 Promatect-800-200-7600;1,0;db;886 529;597 362;886 529;597 362;1 483 891
61-70-91 Promatect-800-200-7800;1,0;db;886 529;597 362;886 529;597 362;1 483 891
61-70-92 Promatect-800-400-200;2,0;db;53 023;35 728;106 045;71 455;177 501
61-70-93 Promatect-900-900-400;1,0;db;80 593;54 305;80 593;54 305;134 898
61-70-94 Promatect-900-900-600;1,0;db;120 891;81 459;120 891;81 459;202 350
61-70-95 Promatect-900-900-1200;4,0;db;241 781;162 917;967 123;651 670;1 618 792
61-70-96 Promatect-900-900-1300;5,0;db;261 929;176 493;1 309 646;882 465;2 192 110
61-70-97 Promatect-900-900-1500;1,0;db;302 226;203 646;302 226;203 646;505 872
61-70-98 Promatect-900-900-1900;1,0;db;382 819;257 952;382 819;257 952;640 771
61-70-99 Promatect-900-900-2000;1,0;db;402 967;271 528;402 967;271 528;674 496
61-71-00 Promatect-900-900-2400;1,0;db;483 560;325 834;483 560;325 834;809 394
61-71-01 Promatect-1000-900-300;2,0;db;63 626;42 873;127 252;85 746;212 998
61-71-02 Promatect-1000-900-1500;1,0;db;318 132;214 365;318 132;214 365;532 497
61-71-03 Promatect-1000-900-2000;1,0;db;424 176;285 819;424 176;285 819;709 995
61-71-04 Promatect-1000-900-3500;1,0;db;742 309;500 184;742 309;500 184;1 242 492
61-71-05 Promatect-1000-1000-600;1,0;db;133 614;90 033;133 614;90 033;223 647
61-71-06 Promatect-1000-1000-700;1,0;db;155 885;105 039;155 885;105 039;260 924
61-71-07 Promatect-1000-1000-900;1,0;db;200 424;135 050;200 424;135 050;335 474
61-71-08 Promatect-1000-1000-1100;1,0;db;244 961;165 060;244 961;165 060;410 022
61-71-09 Promatect-1000-1000-1300;1,0;db;289 500;195 072;289 500;195 072;484 572
61-71-10 Promatect-1000-1000-1400;1,0;db;311 770;210 078;311 770;210 078;521 848
61-71-11 Promatect-1000-1000-1500;15,0;db;334 038;225 083;5 010 577;3 376 250;8 386 827
61-71-12 Promatect-1000-1000-1800;1,0;db;400 846;270 099;400 846;270 099;670 945
61-71-13 Promatect-1000-1000-2100;1,0;db;467 654;315 116;467 654;315 116;782 770
61-71-14 Promatect-1000-1000-3700;1,0;db;823 963;555 204;823 963;555 204;1 379 167
61-71-15 Promatect-1000-1000-4100;1,0;db;913 039;615 226;913 039;615 226;1 528 265
61-71-16 Promatect-1000-1000-5100;1,0;db;1 135 732;765 282;1 135 732;765 282;1 901 014
61-71-17 Promatect-1100-1000-900;1,0;db;209 967;141 480;209 967;141 480;351 447
61-71-18 Promatect-1100-1000-1500;5,0;db;349 946;235 801;1 749 729;1 179 003;2 928 733
61-71-19 Promatect-1100-1000-1600;1,0;db;373 276;251 521;373 276;251 521;624 798
61-71-20 Promatect-1100-1000-4600;1,0;db;1 073 167;723 123;1 073 167;723 123;1 796 289
61-71-21 Promatect-1100-1000-5400;1,0;db;1 259 803;848 884;1 259 803;848 884;2 108 687
61-71-22 Promatect-1200-575-600;4,0;db;119 301;80 387;477 202;321 547;798 749
61-71-23 Promatect-1200-575-800;3,0;db;159 067;107 182;477 200;321 545;798 746
61-71-24 Promatect-1200-575-900;1,0;db;179 215;120 758;179 215;120 758;299 974
61-71-25 Promatect-1200-575-1500;8,0;db;298 514;201 145;2 388 108;1 609 161;3 997 269
61-71-26 Promatect-1200-575-2300;4,0;db;457 580;308 328;1 830 321;1 233 312;3 063 633
61-71-27 Promatect-1200-600-300;1,0;db;60 445;40 729;60 445;40 729;101 174
61-71-28 Promatect-1200-600-400;1,0;db;80 593;54 305;80 593;54 305;134 898
61-71-29 Promatect-1200-600-500;2,0;db;100 742;67 882;201 485;135 764;337 249
61-71-30 Promatect-1200-600-600;2,0;db;120 891;81 459;241 782;162 917;404 699
61-71-31 Promatect-1200-600-700;1,0;db;141 038;95 035;141 038;95 035;236 074
61-71-32 Promatect-1200-600-1000;2,0;db;201 484;135 764;402 967;271 528;674 496
