Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
62-40-30 NR2-FC-G06-Z/SL-A/ 0554;2,0;db;180 704 196;2 067 087;361 408 392;4 134 173;365 542 565
VRV kültéri egység;0;0;0;0;-;-;-
62-40-31 REYQ8U;1,0;db;5 415 593;1 047 496;5 415 593;1 047 496;6 463 090
62-40-32 REYQ12U;2,0;db;7 300 516;1 047 496;14 601 031;2 094 993;16 696 024
62-40-33 REYQ16U;1,0;db;9 732 943;1 178 432;9 732 943;1 178 432;10 911 375
62-40-34 REYQ18U;1,0;db;11 193 173;1 178 432;11 193 173;1 178 432;12 371 605
62-40-35 REYQ32U;1,0;db;19 465 885;2 356 864;19 465 885;2 356 864;21 822 749
62-40-36 REYQ44U;2,0;db;26 766 400;3 404 359;53 532 800;6 808 717;60 341 518
VRV osztódoboz;0;0;0;0;-;-;-
62-40-37 BS1Q10A;26,0;db;259 201;78 563;6 739 229;2 042 628;8 781 857
62-40-38 BS1Q25A;6,0;db;470 551;78 563;2 823 307;471 376;3 294 683
VÍZ-VÍZ HŐSZIVATTYÚ Qfűtés=250,9W 35/45°C Qhűtés=184,8kW 12/7°C, Befoglaló méretek: 2.684(h)x913(sz)x1.020(m)mm. Tömeg: 1.472,8kg, 400V/3~/50Hz, Pvill=64,4, Lw=89dB(A), Lp=79dB(A), EER=2,869, COP=3,899, SCOP=3,62, Hűtőközeg: R513A. Gyári rezgéscsillapító közdarabokkal felszerelve.;0;0;0;0;-;-;-
62-40-39 EWWS210J-SS;1,0;db;20 442 784;1 378 057;20 442 784;1 378 057;21 820 841
62-50-00 HŐLEADÓK;0;0;0;0;616 462 010;76 597 205;693 059 214
Acéllemez lapradiátor, a szerelési helyre széthordva, tartozékokkal összeállítva, felszerelve és bekötve, festés miatti le és ismételt felszereléssel. Heimeier D termosztatikus szeleppel és visszatérő csavarzattal.;0;0;0;0;-;-;-
62-50-01 Compact C22-600-1100;1,0;db;126 255;29 399;126 255;29 399;155 654
62-50-02 Compact C22-600-1200;2,0;db;131 553;29 399;263 106;58 798;321 904
62-50-03 Compact C22-600-1400;2,0;db;152 928;29 399;305 856;58 798;364 653
Daikin - Mennyezeti fan-coil - FWD12AT típus;0;0;0;0;-;-;-
62-50-04 FWD12AT;1,0;db;612 898;142 115;612 898;142 115;755 012
