Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-30-380 LKR-600-200-100;20,0;db;14 567;15 822;291 339;316 443;607 782
61-30-381 LKR-600-200-200;9,0;db;14 567;15 822;131 103;142 399;273 502
61-30-382 LKR-600-200-300;8,0;db;14 567;15 822;116 536;126 577;243 113
61-30-383 LKR-600-200-400;6,0;db;14 567;15 822;87 402;94 933;182 335
61-30-384 LKR-600-200-500;9,0;db;14 567;15 822;131 103;142 399;273 502
61-30-385 LKR-600-200-600;7,0;db;14 567;15 822;101 969;110 755;212 724
61-30-386 LKR-600-200-700;4,0;db;16 315;17 721;65 260;70 884;136 144
61-30-387 LKR-600-200-800;7,0;db;18 645;20 252;130 512;141 765;272 277
61-30-388 LKR-600-200-900;5,0;db;20 975;22 784;104 876;113 922;218 798
61-30-389 LKR-600-200-1000;2,0;db;23 306;25 315;46 612;50 631;97 243
61-30-390 LKR-600-200-1100;4,0;db;25 637;27 847;102 547;111 386;213 933
61-30-391 LKR-600-200-1200;4,0;db;27 967;30 379;111 870;121 515;233 385
61-30-392 LKR-600-200-1300;5,0;db;30 298;32 910;151 491;164 549;316 040
61-30-393 LKR-600-200-1400;3,0;db;32 629;35 442;97 887;106 326;204 213
61-30-394 LKR-600-200-1500;54,0;db;34 960;37 973;1 887 817;2 050 550;3 938 368
61-30-395 LKR-600-200-1600;3,0;db;37 290;40 504;111 871;121 513;233 384
61-30-396 LKR-600-200-1700;1,0;db;137 508;149 362;137 508;298 723;573 738
61-30-397 LKR-600-200-1900;1,0;db;44 282;48 100;44 282;48 100;92 382
61-30-398 LKR-600-200-5900;2,0;db;14 858;16 139;29 717;32 278;61 994
61-30-399 LKR-600-250-300;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-400 LKR-600-250-600;2,0;db;14 858;16 139;29 717;32 278;61 994
61-30-401 LKR-600-250-800;1,0;db;19 810;21 518;19 810;21 518;41 328
61-30-402 LKR-600-250-1500;10,0;db;37 145;40 346;371 452;403 465;774 917
61-30-403 LKR-600-250-1900;1,0;db;47 051;51 105;47 051;51 105;98 156
61-30-404 LKR-600-250-2000;1,0;db;49 527;53 795;49 527;53 795;103 322
61-30-405 LKR-600-250-2800;1,0;db;69 336;75 313;69 336;75 313;144 649
61-30-406 LKR-600-300-100;19,0;db;14 567;15 822;276 772;300 621;577 393
61-30-407 LKR-600-300-200;13,0;db;14 567;15 822;189 371;205 688;395 059
61-30-408 LKR-600-300-300;8,0;db;14 567;15 822;116 536;126 577;243 113
61-30-409 LKR-600-300-400;9,0;db;14 567;15 822;131 103;142 399;273 502
61-30-410 LKR-600-300-500;10,0;db;14 567;15 822;145 670;158 221;303 891
61-30-411 LKR-600-300-600;11,0;db;15 732;17 088;173 056;187 965;361 020
61-30-412 LKR-600-300-700;8,0;db;18 353;19 935;146 826;159 484;306 309
61-30-413 LKR-600-300-800;7,0;db;20 975;22 784;146 827;159 490;306 317
61-30-414 LKR-600-300-900;5,0;db;23 597;25 632;117 987;128 161;246 147
61-30-415 LKR-600-300-1000;10,0;db;26 219;28 480;262 194;284 799;546 993
61-30-416 LKR-600-300-1100;1,0;db;28 841;31 328;28 841;31 328;60 169
61-30-417 LKR-600-300-1200;3,0;db;31 464;34 391;94 391;102 526;196 917
61-30-418 LKR-600-300-1300;5,0;db;34 086;37 024;170 428;185 121;355 549
61-30-419 LKR-600-300-1400;3,0;db;36 708;39 872;110 123;119 616;229 739
61-30-420 LKR-600-300-1500;65,0;db;39 330;42 720;2 556 429;2 776 787;5 333 216
61-30-421 LKR-600-300-1900;1,0;db;49 818;54 112;49 818;54 112;103 930
61-30-422 LKR-600-300-2300;1,0;db;60 305;65 504;60 305;65 504;125 809
61-30-423 LKR-600-300-2600;1,0;db;68 171;74 047;68 171;74 047;142 219
61-30-424 LKR-600-400-100;5,0;db;14 567;15 822;72 835;79 111;151 946
61-30-425 LKR-600-400-200;8,0;db;14 567;15 822;116 536;126 577;243 113
61-30-426 LKR-600-400-300;1,0;db;14 567;15 822;14 567;15 822;30 389
