Tétel;Megjegyzés;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
42-00-00 MOBILIÁK;;;;;;778 333 344;29 555 448;807 888 792
42-00-01 Recepciós pult - Bank irodai bejárati, 510x110x110 cm;Konszig jel: B0-01-01, He.szám: F.09, F.07;1,0;db;14 201 493;1 787 550;14 201 493;1 787 550;15 989 043
42-00-02 Recepciós pult - Házi orvosi bejáratnál, 530x100x110 cm;Konszig jel: B0-01-02, He.szám: F.02;1,0;db;8 142 755;1 020 497;8 142 755;1 020 497;9 163 252
42-00-03 Recepciós pult - Műszaki és üzemeltetési bejárat, 570x100x110 cm;Konszig jel: B0-01-03, He.szám: F.02;1,0;db;13 452 152;1 700 064;13 452 152;1 700 064;15 152 216
42-00-04 Beépített szekrény - dolgozói fitness öltözőnél (alsó lábazat), 422x145x250 cm;Konszig jel: B0-11-04, He.szám: 1.35;1,0;db;5 437 630;686 184;5 437 630;686 184;6 123 814
42-00-05 Beépített szekrény - folyosó táskatároló, 243x55x250 cm;Konszig jel: B0-11-05, He.szám: 1.34;1,0;db;3 272 758;411 948;3 272 758;411 948;3 684 706
42-00-06 Beépített szekrény - női öltöző előtt, 240x55x250 cm;Konszig jel: B0-11-06, He.szám: 1.58;1,0;db;3 272 758;411 948;3 272 758;411 948;3 684 706
42-00-07 Beépített szekrény - orvosi szoba előtti folyosó, 200x60x250 cm;Konszig jel: B0-11-07, He.szám: A.54;1,0;db;2 645 999;330 078;2 645 999;330 078;2 976 077
42-00-08 Beépített szekrény - alagsori öltözőfolyosón, 135x105x272 cm;Konszig jel: B0-11-08, He.szám: A.59;1,0;db;1 812 036;228 074;1 812 036;228 074;2 040 110
42-00-09 Beépített szekrény - alagsori öltözőfolyosón, 135x105x271,5 cm;Konszig jel: B0-11-09, He.szám: A.58;1,0;db;1 797 108;226 183;1 797 108;226 183;2 023 291
42-00-10 Szekrény kávéautomata és vízgép részére, 123x80x272 cm;Konszig jel: B0-11-08.2, He.szám: A.59;1,0;db;1 400 233;176 251;1 400 233;176 251;1 576 484
42-00-11 Beépített szekrény, 70x50x250 cm;Konszig jel: B0-11-07, He.szám: A.54;1,0;db;1 280 803;161 228;1 280 803;161 228;1 442 031
42-00-12 Folyosói elszívó szekrény, 70x50x70 cm;Konszig jel: B0-2-03, He.szám: A.54;1,0;db;2 273 805;286 089;2 273 805;286 089;2 559 894
42-00-13 Konyhapult, 302x60x220;Konszig jel: B0-2-04.1, He.szám: A.52;1,0;db;3 851 361;483 750;3 851 361;483 750;4 335 111
42-00-14 Beépített konyhaszekrény, 163x63x220;Konszig jel: B0-2-04.2, He.szám: A.52;1,0;db;2 143 238;269 371;2 143 238;269 371;2 412 609
42-00-15 Főzősziget (Bútorasztalos szerkezet), 247x82x115 cm (88x88x215 cm);Konszig jel: B0-2-05, He.szám: F.05;1,0;db;5 431 854;682 433;5 431 854;682 433;6 114 287
42-00-16 Beépített szekrény, 180x60x220 cm;Konszig jel: B0-11-06, He.szám: A.58;1,0;db;3 020 189;380 175;3 020 189;380 175;3 400 364
42-00-17 Beépített szekrény (Baba-mama szoba előtt), 118x53x240 cm;Konszig jel: B0-2-07, He.szám: F.19;1,0;db;1 513 495;190 107;1 513 495;190 107;1 703 601
42-00-18 Beépített szekrény (Baba-mama szoba), 247x60x175 cm;Konszig jel: B0-2-08, He.szám: F.19;1,0;db;2 546 471;320 387;2 546 471;320 387;2 866 858
42-00-19 Beépített szekrény, 178x63x214 cm;Konszig jel: B0-2-09.1, He.szám: F.02;1,0;db;3 153 737;396 936;3 153 737;396 936;3 550 672
42-00-20 Beépített szekrény, 400x63x235 cm;Konszig jel: B0-2-09.2, He.szám: F.02;1,0;db;5 571 632;701 268;5 571 632;701 268;6 272 900
42-00-21 Beépített szekrény - konyhai, 143x63x267 cm;Konszig jel: B0-2-10, He.szám: F.01;1,0;db;3 099 802;390 198;3 099 802;390 198;3 490 000
42-00-22 Beépített szekrény - konyhai, 34x55x267 cm;Konszig jel: B0-2-11, He.szám: F.01;1,0;db;750 174;94 404;750 174;94 404;844 578
