Tétel;Megjegyzés;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
36-20-54;1,5 mm MSZ EN 13956 szerinti poliészterszövet erősítésű, FPO lemez csapadékvíz elleni szigetelés, gyártó által méretezett mechanikai rögzítéssel, tűzterjedési minősítés: Broof (t1) [BAUDER THERMOPLEX P 15], függőleges felületen kit. 40-60 cm méretig;214,0;fm;7586;5900;1623627;1262545;2886173
36-20-55;Födémen lévő áttörések, tartófalak szigetelésbe bitumenes lemezzel vagy kent szigetelő anyaggal.;20,0;db;10587;6885;211730;137692;349422
36-20-56;1 rtg 8 mm gumiőrlemény védőréteg elhelyezése vízszintes felületen, rögzítés nélkül.;247,0;m2;9818;3928;2425006;970146;3395152
36-20-57;Horganyzott acél rögzítő sín, 25 cm-enként a hátszerekezetnek megfelelő dübelekkel rögzítve [BAUDER RÖGZÍTŐSÍN 6/10];214,0;fm;4990;3846;1067832;823052;1890884
36-20-58;EPDM gumi lemez elhelyezése függönyfalhoz való csatlakozásnál, kit. 30 cm méretig, ragasztással és tömítéssel.;90,0;fm;4910;2295;441868;206573;648441
36-20-59;Kitöltés ásványi szálas hőszigetelő anyaggal;90,0;fm;2607;2020;234587;181788;416375
36-20-60;Extrudált polisztirolhab hőszigetelés, XPS EN 13164 T1 - DS(70,90) - DLT(2)5 - CS(10/Y)300 - CC(2/1,5/50)130 - WL(T)0,7 - WD(V)3 - FTCD1 λ≤0,027W/mK) [AUSTROTHERM XPS PREMIUM 30 SF], ragasztással rögzítve;90,0;fm;69740;13964;6276604;1256765;7533369
36-20-61;Nem járható tetők szigetelése (T-TN.02, T-TJ.01, T-TZ.02 rtg.) - CSA-01;0;;0;0;0;0;0
36-20-62;Oldószeres hideg bitumenmáz kellősítés (legalább 0,3 kg/m2 anyagmennyiségben felhordva) [BAUDER BURKOLIT V];2434,0;m2;1111;856;2705277;2084696;4789974
36-20-63;0,4 mm MSZ EN 13970 szerinti alumíniumfólia betétes, üvegfátyol hordozórétegű bitumenes párazáró réteg és ideiglenes csapadékvíz elleni szigetelés, teljes felületű lángolvasztásos ragasztással fektetve (sd>1500 m), függőleges felületre 20 cm magasságig felvezetve [BAUDER SUPER AL-E PLUS];2434,0;m2;8445;6238;20555846;15183634;35739480
36-20-64;12,0 cm MSZ EN 13165 szerinti PIR hab hőszigetelés, csaphornyos élképzéssel, két oldali alumínium fólia kasírozással, ragasztott rögzítéssel (PUR EN 13165 T2-DS(TH)-CS(10/Y)120-TR80, λ≤0,022W/mK) [BAUDER PIR FA-TE], ahol a szerkezeti lejtés miatt nem szükséges lejtésképző réteg elhelyezése ott a vastagság 14 cm-re növelve;2140,0;m2;33173;7580;70990091;16221312;87211403
36-20-65;2-22,0 cm MSZ EN 13165 szerinti PIR hab lejtésképzés 2% felületi lejtéssel (PUR EN 13165 T2-DS(TH)-CS(10/Y)120-TR80, λ≤0,027W/mK) [BAUDER PIR T];2140,0;m2;21940;7887;46952159;16878056;63830215
36-20-66;10 cm vtg alukasírozott PIR-hab hőszigetelés beépítése attikafal belső oldalán kb. 50 cm magassággal, mechanikai rögzítéssel.;290,0;fm;12000;7580;3479972;2198215;5678187
36-20-67;10 cm vtg alukasírozott PIR-hab hőszigetelés beépítése gépészeti tető mentén függőleges felületen kb. 140 cm magassággal, mechanikai rögzítéssel.;50,0;fm;36083;11281;1804142;564070;2368212
36-20-68;12 cm vtg alukasírozott PIR-hab hőszigetelés beépítése síkváltásnál függőleges felületen kb. 90 cm magassággal, mechanikai rögzítéssel.;91,0;fm;29859;7580;2717169;689785;3406954
36-20-69;12 cm vtg alukasírozott PIR-hab hőszigetelés beépítése üvegtető mentén függőleges felületen kb. 30 cm magassággal, mechanikai rögzítéssel.;145,0;fm;10687;6417;1549639;930418;2480056
36-20-70;12 cm vtg alukasírozott PIR-hab hőszigetelés beépítése felépítmények oldalán kb. 130 cm magassággal, mechanikai rögzítéssel.;106,0;fm;33799;11281;3582660;1195828;4778488
36-20-71;20 cm vtg alukasírozott PIR-hab hőszigetelés beépítése síkváltásnál függőleges felületen kb. 60 cm magassággal, mechanikai rögzítéssel.;106,0;fm;25960;7580;2751777;803486;3555263
36-20-72;Hajlaterősítő és élvédő fóliabádog profil szerelése, kit. 15 cm mérettel, mechanikai rögzítéssel.;1467,0;fm;5334;3523;7825125;5167963;12993088
36-20-73;Attikafal tetején lejtésadó váz készítése 2 db kit. 15 cm méretű, 1 mm vtg horg. acéllemez L-profil szerelésével, kb. 50 cm-ként elhelyezve, max. 50 cm szélességben.;340,0;fm;6384;4752;2170659;1615522;3786181
36-20-74;Lejtésadó váz között kitöltés készítése 8 cm vtg alukasírozott PIR- hab hőszigeteléssel, 20 cm szélességben.;340,0;fm;5414;3992;1840870;1357245;3198115
36-20-75;22 mm vtg OSB-lap elhelyezése lejtésadó vázra kb. 50 cm szélességben, mechanikai rögzítéssel.;340,0;fm;6848;5075;2328363;1725419;4053782
