Tétel;Megjegyzés;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
14-33-71 ZS 100/85A zsomp alaplemez duzzadó munkahézag szalag beépítése;;8,0;fm;27 371;7 665;218 970;61 322;280 292
14-33-72 ZS 100/85B zsomp alaplemez duzzadó munkahézag szalag beépítése;;4,0;fm;27 371;7 665;109 485;30 661;140 146
14-33-73 ZS 100/165 zsomp alaplemez duzzadó munkahézag szalag beépítése;;8,0;fm;27 371;7 665;218 970;61 322;280 292
14-33-74 ZS.O zsomp alaplemez duzzadó munkahézag szalag beépítése;;12,6;fm;27 371;7 665;344 877;96 582;441 459
14-33-75 ZS.160/135A zsomp alaplemez duzzadó munkahézag szalag beépítése;;6,4;fm;27 371;7 665;175 176;49 058;224 233
14-33-76 ZS.160/135B zsomp alaplemez duzzadó munkahézag szalag beépítése;;6,4;fm;27 371;7 665;175 176;49 058;224 233
14-33-77 ZS.160/135C zsomp alaplemez duzzadó munkahézag szalag beépítése;;6,4;fm;27 371;7 665;175 176;49 058;224 233
14-33-78 ZS.160/165 zsomp alaplemez duzzadó munkahézag szalag beépítése;;6,4;fm;27 371;7 665;175 176;49 058;224 233
14-33-79 ZS.160/90 zsomp alaplemez duzzadó munkahézag szalag beépítése;;6,4;fm;27 371;7 665;175 176;49 058;224 233
14-33-80 CS1 csapadékvíz tároló alaplemez készítése V=25 cm vastagságban, C30/37-XC2-XA1(H)-16-F3;;19,0;m3;123 073;35 151;2 335 930;667 162;3 003 092
14-33-81 CS1 csapadékvíz tároló vasbeton falak készítése V=25 cm vastagságban, C30/37-XC2-XA1-XV2(H)-16-F3;;16,8;m3;123 073;63 960;2 065 169;1 073 257;3 138 426
14-33-82 CS1 csapadékvíz tároló alaplemez fészekvésés készítése 0,25*0,25*0,25 méretben;;16,5;fm;13 281;39 544;219 137;652 476;871 613
14-33-83 CS1 csapadékvíz tároló duzzadó munkahézag szalag beépítése;;19,0;fm;27 371;7 665;519 505;145 486;664 992
14-33-84 CS2 csapadékvíz tároló alaplemez készítése V=25 cm vastagságban, C30/37-XC2-XA1-XV2(H)-16-F3;;35,2;m3;123 073;35 151;4 450 329;1 271 052;5 721 381
14-33-85 CS2 csapadékvíz tároló vasbeton falak készítése V=25 cm vastagságban, C30/37-XC2-XA1-XV2(H)-16-F3;;20,6;m3;123 073;63 960;2 532 848;1 316 307;3 849 154
14-33-86 CS2 csapadékvíz tároló duzzadó munkahézag szalag beépítése;;23,9;fm;27 371;7 665;653 077;182 893;835 969
14-33-87 Alaplemez ALAGSOR DÉL betonozása, V=25 cm vastagságban, C30/37-XC2-XA1-16-F3 (-4,96 alatt);;200,8;m3;121 873;35 151;24 474 545;7 058 979;31 533 524
14-33-88 Alaplemez ALAGSOR DÉL betonozása, V=25 cm vastagságban, C30/37-XC2-XA1-XV2(H)-16-F3 (-4,96 alatt);;84,1;m3;123 073;35 151;10 352 922;2 956 883;13 309 806
14-33-89 Padlócsatorna ALAGSOR DÉL betonozása, V=25 cm vastagságban, C30/37-XC2-XA1-XV2(H)-16-F3 (-4,96 felett);;1,4;m3;123 073;35 151;172 303;49 211;221 514
14-33-90 Alaplemez ALAGSOR ÉSZAK betonozása, V=25 cm vastagságban, C30/37-XC2-XA1-16-F3 (-4,96 felett);;50,7;m3;121 873;35 151;6 174 069;1 780 758;7 954 827
