Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
95-49-05 Spathiphyllum vivaldi 17cs, Növény magassága: 75 cm;28,000;db;26424;13464;739872;376992;1116864
95-49-06 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,168;m3;153222;14400;25741;2419;28160
95-410-01 Agyaggranulátum drénrétegként a növényláda aljára;0,280;m3;153222;15120;42902;4234;47136
95-410-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;6,160;m2;464;216;2861;1331;4191
95-410-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;2,150;m3;126144;14400;271260;30966;302226
95-410-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-410-05 Spathiphyllum vivaldi 17cs, Növény magassága: 75 cm;28,000;db;26424;13464;739872;376992;1116864
95-410-06 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,168;m3;153222;14400;25741;2419;28160
95-411-01 Agyaggranulátum drénrétegként a növényláda aljára;0,225;m3;153222;15120;34475;3402;37877
95-411-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;4,950;m2;464;216;2299;1069;3368
95-411-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;1,728;m3;126144;14400;217977;24883;242860
95-411-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-411-05 Philodendron scandens 12cs, Növény magassága: 20 cm;28,000;db;20664;10440;578592;292320;870912
95-411-06 Monstera minima 15cs, Növény magassága: 25 cm;24,000;db;20664;10440;495936;250560;746496
95-411-07 Monstera obliqua 17cs, Növény magassága: 30 cm;8,000;db;20664;10440;165312;83520;248832
95-411-08 Dracaena surculosa 17cs, Növény magassága: 40 cm;20,000;db;20664;10440;413280;208800;622080
95-411-09 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,135;m3;153222;14400;20685;1944;22629
95-412-01 Agyaggranulátum drénrétegként a növényláda aljára;0,095;m3;153222;15120;14556;1436;15992
95-412-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;2,090;m2;464;216;971;451;1422
95-412-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;0,730;m3;126144;14400;92035;10506;102541
95-412-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-412-05 Spathiphyllum vivaldi 17cs, Növény magassága: 75 cm;8,000;db;26424;13464;211392;107712;319104
95-412-06 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,057;m3;153222;14400;8734;821;9554
95-413-01 Agyaggranulátum drénrétegként a növényláda aljára;0,225;m3;153222;15120;34475;3402;37877
95-413-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;4,950;m2;464;216;2299;1069;3368
95-413-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;1,728;m3;126144;14400;217977;24883;242860
95-413-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-413-05 Philodendron scandens 12cs, Növény magassága: 20 cm;28,000;db;20664;10440;578592;292320;870912
95-413-06 Monstera minima 15cs, Növény magassága: 25 cm;24,000;db;20664;10440;495936;250560;746496
95-413-07 Monstera obliqua 17cs, Növény magassága: 30 cm;8,000;db;20664;10440;165312;83520;248832
95-413-08 Dracaena surculosa 17cs, Növény magassága: 40 cm;20,000;db;20664;10440;413280;208800;622080
95-413-09 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,135;m3;153222;14400;20685;1944;22629
95-414-01 Agyaggranulátum drénrétegként a növényláda aljára;0,095;m3;153222;15120;14556;1436;15992
95-414-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;2,090;m2;464;216;971;451;1422
95-414-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;0,730;m3;126144;14400;92035;10506;102541
95-414-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-414-05 Spathiphyllum vivaldi 17cs, Növény magassága: 75 cm;8,000;db;26424;13464;211392;107712;319104
95-414-06 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,057;m3;153222;14400;8734;821;9554
95-51-01 Agyaggranulátum drénrétegként a növényláda aljára;0,560;m3;153222;15120;85804;8467;94271
95-51-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;12,320;m2;464;216;5721;2661;8383
95-51-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;4,301;m3;126144;14400;542520;61932;604452
95-51-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-51-05 Aglaonema White Joy 12cs, Növény magassága: 30 cm;63,000;db;24084;8402;1517292;529351;2046643
95-51-06 Philodendron narrow 27cs, Növény magassága: 60 cm;24,000;db;24084;8402;578016;201658;779674
95-51-07 Dracaena surculosa 17cs, Növény magassága: 55 cm;32,000;db;24084;8402;770688;268877;1039565
95-51-08 Anthurium jungle bush 21cs, Növény magassága: 50 cm;9,000;db;24084;8402;216756;75622;292378
95-51-09 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,336;m3;153222;14400;51483;4838;56321
95-52-01 Agyaggranulátum drénrétegként a növényláda aljára;0,650;m3;153222;15120;99594;9828;109422
95-52-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;14,300;m2;464;216;6641;3089;9730
95-52-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;4,992;m3;126144;14400;629711;71885;701596
95-52-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-52-05 Aglaonema White Joy 12cs, Növény magassága: 30 cm;79,000;db;24084;8402;1902636;663790;2566426
95-52-06 Philodendron narrow 27cs, Növény magassága: 60 cm;24,000;db;24084;8402;578016;201658;779674
95-52-07 Dracaena surculosa 17cs, Növény magassága: 55 cm;50,000;db;24084;8402;1204200;420120;1624320
95-52-08 Anthurium jungle bush 21cs, Növény magassága: 50 cm;9,000;db;24084;8402;216756;75622;292378
95-52-09 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,390;m3;153222;14400;59756;5616;65372
95-53-01 Agyaggranulátum drénrétegként a növényláda aljára;1,600;m3;153222;15120;245155;24192;269347
95-53-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;35,200;m2;464;216;16347;7603;23950
95-53-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;12,288;m3;126144;14400;1550057;176947;1727005
95-53-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-53-05 Philodendron Xanadu 21cs, Növény magassága: 55 cm;30,000;db;24084;8402;722520;252072;974592
95-53-06 Ficus elastica Melany 21cs, Növény magassága: 60 cm;32,000;db;24084;8402;770688;268877;1039565
95-53-07 Dracaena surculosa 17cs, Növény magassága: 55 cm;54,000;db;24084;8402;1300536;453730;1754266
