Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
80-00-00 GYENGEÁRAM;;;;;5208938832;1486087827;6695026659
86-00-20;;;;;;;
00-00-03;;;;;;;
86-00-21;;;;;;;
00-00-04;;;;;;;
86-00-22;;;;;;;
00-00-05;;;;;;;
86-00-23;;;;;;;
00-00-06;;;;;;;
86-00-24;;;;;;;
00-00-07;;;;;;;
86-00-25;;;;;;;
00-00-08;;;;;;;
86-00-26;;;;;;;
00-00-09;;;;;;;
87-10-00 STRUKTURÁLT KÁBELEZÉSI RENDSZER;0;0;;;628754927;368997454;997752381
87-10-01;;;;;;;
87-10-02;;;;;;;
87-10-03;;;;;;;
87-10-04;;;;;;;
87-10-05;;;;;;;
87-10-06;;;;;;;
87-10-07;;;;;;;
87-10-08;;;;;;;
87-10-09;;;;;;;
87-10-10;;;;;;;
87-10-11;;;;;;;
87-10-12;;;;;;;
87-10-13;;;;;;;
87-10-14;;;;;;;
87-10-15;;;;;;;
87-10-16;;;;;;;
87-10-17;;;;;;;
87-10-18;;;;;;;
87-10-19;;;;;;;
