Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-40-563 LTTR-300-200-300-200-150-150-150;3,0;db;16 725;16 332;50 175;48 997;99 172
61-40-564 LTTR-300-300-300-200-150-150-150;6,0;db;16 725;16 332;100 350;97 994;198 343
61-40-565 LTTR-300-200-300-250-150-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-566 LTTR-300-250-300-250-150-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-567 LTTR-300-200-300-400-150-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-568 LTTR-300-300-300-400-150-150-150;1,0;db;17 562;17 149;17 562;17 149;34 711
61-40-569 LTTR-300-400-300-200-150-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-570 LTTR-400-160-400-200-150-150-150;3,0;db;16 725;16 332;50 175;48 997;99 172
61-40-571 LTTR-400-200-400-200-150-150-150;4,0;db;16 725;16 332;66 900;65 329;132 229
61-40-572 LTTR-400-250-400-200-150-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-573 LTTR-400-400-400-200-150-150-150;2,0;db;17 059;16 659;34 118;33 319;67 436
61-40-574 LTTR-400-200-400-250-150-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-575 LTTR-400-250-400-250-150-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-576 LTTR-400-250-400-300-150-150-150;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-577 LTTR-400-400-400-300-150-150-150;2,0;db;19 903;19 436;39 806;38 871;78 678
61-40-578 LTTR-400-200-400-400-150-150-150;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-579 LTTR-450-350-450-200-150-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-580 LTTR-300-500-300-200-150-150-150;1,0;db;16 893;16 496;16 893;16 496;33 389
61-40-581 LTTR-500-125-500-200-150-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-582 LTTR-500-200-500-200-150-150-150;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-583 LTTR-500-500-500-200-150-150-150;2,0;db;22 244;21 723;44 489;43 445;87 934
61-40-584 LTTR-400-500-400-300-150-150-150;1,0;db;22 745;22 212;22 745;22 212;44 957
61-40-585 LTTR-500-250-500-300-150-150-150;2,0;db;17 562;17 149;35 124;34 297;69 422
61-40-586 LTTR-500-500-500-300-150-150-150;1,0;db;25 421;24 825;25 421;24 825;50 246
61-40-587 LTTR-500-300-500-350-150-150-150;1,0;db;20 404;19 926;20 404;19 926;40 330
61-40-588 LTTR-500-500-500-350-150-150-150;1,0;db;27 093;26 459;27 093;26 459;53 552
61-40-589 LTTR-500-500-500-800-150-150-150;2,0;db;48 240;42 863;96 481;85 725;182 206
61-40-590 LTTR-550-400-550-200-150-150-150;1,0;db;20 572;20 089;20 572;20 089;40 661
61-40-591 LTTR-550-400-550-300-150-150-150;2,0;db;23 414;22 866;46 828;45 732;92 561
61-40-592 LTTR-600-160-600-200-150-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-593 LTTR-600-300-600-200-150-150-150;1,0;db;18 565;18 129;18 565;18 129;36 694
61-40-594 LTTR-600-400-600-200-150-150-150;4,0;db;21 742;21 232;86 969;84 928;171 897
61-40-595 LTTR-600-600-600-200-150-150-150;2,0;db;28 098;27 439;56 195;54 878;111 073
61-40-596 LTTR-600-250-600-300-150-150-150;1,0;db;19 400;18 946;19 400;18 946;38 346
61-40-597 LTTR-600-400-600-300-150-150-150;1,0;db;24 587;24 008;24 587;24 008;48 595
61-40-598 LTTR-600-600-600-300-150-150-150;2,0;db;31 611;30 868;63 222;61 736;124 958
61-40-599 LTTR-600-500-600-500-150-150-150;1,0;db;31 276;30 542;31 276;30 542;61 818
61-40-600 LTTR-600-600-600-500-150-150-150;3,0;db;35 122;34 299;105 366;102 896;208 262
61-40-601 LTTR-600-600-600-500-150-150-150;1,0;db;38 634;37 728;38 634;37 728;76 362
61-40-602 LTTR-600-300-600-1000-150-150-150;1,0;db;55 075;48 936;55 075;48 936;104 010
61-40-603 LTTR-600-400-600-1000-150-150-150;1,0;db;51 949;46 159;51 949;46 159;98 109
61-40-604 LTTR-700-160-700-200-150-150-150;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-605 LTTR-700-600-700-300-150-150-150;1,0;db;34 621;33 808;34 621;33 808;68 429
61-40-606 LTTR-700-700-700-300-150-150-150;2,0;db;38 466;37 564;76 932;75 129;152 061
61-40-607 LTTR-700-500-700-400-150-150-150;1,0;db;33 952;33 155;33 952;33 155;67 107
61-40-608 LTTR-700-600-700-400-150-150-150;2,0;db;38 132;37 238;76 264;74 477;150 741
61-40-609 LTTR-700-700-700-400-150-150-150;2,0;db;42 314;41 322;84 629;82 644;167 273
