Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
80-00-00 GYENGEÁRAM;0;0;0;0;5 208 938 832;1 486 087 827;6 695 026 659
88-50-28;0;0;0;0;-;-;-
88-50-29;0;0;0;0;-;-;-
88-50-30;0;0;0;0;-;-;-
88-50-31;0;0;0;0;-;-;-
89-00-00 GSM;0;0;0;0;107 937 425;50 781 106;158 718 531
89-00-01;0;0;0;0;-;-;-
89-00-02;0;0;0;0;-;-;-
89-00-03;0;0;0;0;-;-;-
89-00-04;0;0;0;0;-;-;-
89-00-05;0;0;0;0;-;-;-
89-00-06;0;0;0;0;-;-;-
89-00-07;0;0;0;0;-;-;-
89-00-08;0;0;0;0;-;-;-
89-00-09;0;0;0;0;-;-;-
89-00-10;0;0;0;0;-;-;-
89-00-11;0;0;0;0;-;-;-
89-00-12;0;0;0;0;-;-;-
89-00-13;0;0;0;0;-;-;-
89-00-14;0;0;0;0;-;-;-
89-00-15;0;0;0;0;-;-;-
89-00-16;0;0;0;0;-;-;-
89-00-17;0;0;0;0;-;-;-
89-00-18;0;0;0;0;-;-;-
89-00-19;0;0;0;0;-;-;-
89-00-20;0;0;0;0;-;-;-
89-00-21;0;0;0;0;-;-;-
89-00-22;0;0;0;0;-;-;-
89-00-23;0;0;0;0;-;-;-
89-00-24;0;0;0;0;-;-;-
89-00-25;0;0;0;0;-;-;-
89-00-26;0;0;0;0;-;-;-
89-00-27;0;0;0;0;-;-;-
89-00-28;0;0;0;0;-;-;-
89-00-29;0;0;0;0;-;-;-
89-00-30;0;0;0;0;-;-;-
89-00-31;0;0;0;0;-;-;-
89-00-32;0;0;0;0;-;-;-
89-00-33;0;0;0;0;-;-;-
89-00-34;0;0;0;0;-;-;-
89-00-35;0;0;0;0;-;-;-
89-00-36;0;0;0;0;-;-;-
89-10-00 URH;0;0;0;0;51 399 889;31 805 875;83 205 764
89-10-01;0;0;0;0;-;-;-
89-10-02;0;0;0;0;-;-;-
89-10-03;0;0;0;0;-;-;-
89-10-04;0;0;0;0;-;-;-
89-10-05;0;0;0;0;-;-;-
89-10-06;0;0;0;0;-;-;-
89-10-07;0;0;0;0;-;-;-
89-10-08;0;0;0;0;-;-;-
89-10-09;0;0;0;0;-;-;-
