Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-30-098 LKR-300-250-1000;1,0;db;16 024;17 404;16 024;17 404;33 428
61-30-099 LKR-300-250-1100;2,0;db;17 627;19 144;35 253;38 289;73 542
61-30-100 LKR-300-250-1200;1,0;db;19 227;20 885;19 227;20 885;40 113
61-30-101 LKR-300-250-1300;1,0;db;20 831;22 625;20 831;22 625;43 457
61-30-102 LKR-300-250-1500;16,0;db;24 036;26 107;384 577;417 705;802 282
61-30-103 LKR-300-300-100;3,0;db;14 567;15 822;43 701;47 466;91 167
61-30-104 LKR-300-300-300;3,0;db;14 567;15 822;43 701;47 466;91 167
61-30-105 LKR-300-300-500;4,0;db;14 567;15 822;58 268;63 289;121 556
61-30-106 LKR-300-300-600;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-107 LKR-300-300-700;5,0;db;14 567;15 822;72 835;79 111;151 946
61-30-108 LKR-300-300-800;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-109 LKR-300-300-1000;1,0;db;17 480;18 987;17 480;18 987;36 467
61-30-110 LKR-300-300-1100;2,0;db;19 227;20 885;38 455;41 771;80 225
61-30-111 LKR-300-300-1300;1,0;db;22 723;24 682;22 723;24 682;47 405
61-30-112 LKR-300-300-1400;1,0;db;24 471;26 581;24 471;26 581;51 052
61-30-113 LKR-300-300-1500;40,0;db;26 219;28 480;1 048 776;1 139 195;2 187 971
61-30-114 LKR-300-300-1600;1,0;db;27 967;30 379;27 967;30 379;58 346
61-30-115 LKR-300-300-2800;1,0;db;48 944;53 162;48 944;53 162;102 106
61-30-116 LKR-300-300-3000;1,0;db;52 440;56 960;52 440;56 960;109 400
61-30-117 LKR-300-400-100;4,0;db;14 567;15 822;58 268;63 289;121 556
61-30-118 LKR-300-400-400;6,0;db;14 567;15 822;87 402;94 933;182 335
61-30-119 LKR-300-400-500;2,0;db;14 567;15 822;29 134;31 644;60 778
61-30-120 LKR-300-400-600;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-121 LKR-300-400-800;2,0;db;16 315;17 721;32 630;35 442;68 072
61-30-122 LKR-300-400-900;3,0;db;18 353;19 935;55 060;59 806;114 866
61-30-123 LKR-300-400-1000;1,0;db;20 393;22 151;20 393;22 151;42 544
61-30-124 LKR-300-400-1100;1,0;db;22 432;24 367;22 432;24 367;46 799
61-30-125 LKR-300-400-1400;1,0;db;26 511;28 797;26 511;28 797;55 307
61-30-126 LKR-300-400-1500;19,0;db;30 589;33 227;581 200;631 304;1 212 504
61-30-127 LKR-300-400-2400;1,0;db;48 944;53 162;48 944;53 162;102 106
61-30-128 LKR-300-550-100;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-129 LKR-300-550-400;1,0;db;24 763;26 898;24 763;26 898;51 660
61-30-130 LKR-300-550-1500;2,0;db;34 668;37 656;69 336;75 313;144 649
61-30-131 LKR-300-550-1600;1,0;db;37 145;40 346;37 145;40 346;77 492
61-30-132 LKR-300-550-3400;1,0;db;84 195;91 452;84 195;91 452;175 647
61-30-133 LKR-300-700-300;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-134 LKR-300-700-600;2,0;db;14 567;15 822;29 134;31 644;60 778
61-30-135 LKR-300-700-800;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-136 LKR-300-800-600;1,0;db;24 212;22 233;24 212;22 233;46 445
61-30-137 LKR-300-1000-700;1,0;db;33 384;30 654;33 384;30 654;64 038
61-30-138 LKR-300-1300-2700;1,0;db;190 180;163 162;190 180;163 162;353 342
61-30-139 LKR-350-200-600;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-140 LKR-400-150-100;1,0;db;14 567;15 822;14 567;15 822;30 389
61-30-141 LKR-400-150-200;3,0;db;14 567;15 822;43 701;47 466;91 167
61-30-142 LKR-400-150-300;6,0;db;14 567;15 822;87 402;94 933;182 335
61-30-143 LKR-400-150-400;2,0;db;14 567;15 822;29 134;31 644;60 778
61-30-144 LKR-400-150-500;1,0;db;14 567;15 822;14 567;15 822;30 389
