Tétel;Megjegyzés;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)

36-10-69;Hajlaterosíto fóliabádog profil szerelése falfödben, kit. 15 cm mérettel, mechanikai rögzítéssel.;;202 fm;4 202;2 489;848 850;502 769;1 351 619

36-10-70;Csatlakozás Megrendelo által beépített lefolyócsonkokhoz, PVC vízszigetelo anyaggal.;;10 db;3 333;16 000;33 329;160 003;193 332

36-10-71;Kármento szigetelés készítése 1,5 mm vtg Sikaplan WP1100-15HL PVC vízszigetelo anyaggal, vízszintes felületen forrólevegos hegesztéssel végtelenítve.;;125 m2;14 102;10 845;1 762 718;1 355 623;3 118 341

36-10-72;Kármento szigetelés készítése lábazaton egykomponensu kent szigeteléssel, üvegszövet erosítéssel, kit. 35 cm méretig.;;202 fm;19 233;8 000;3 885 086;1 616 026;5 501 112

36-10-73;120 g/m2 geotextília elválasztó réteg elhelyezése, vízszintes felületen.;;125 m2;1 495;533;186 883;66 658;253 541

36-10-74;Gépészeti áttörések, tartólábak szigetelése PVC anyaggal vagy kent szigeteléssel.;;50 db;14 445;14 934;722 226;746 687;1 468 912

36-10-75;5. emeleti 5.41, 5.42, 5.43 gépészeti helyiségek kármento szigetelése (T-PF.14 rtg.);;;0;0;0;0;0

36-10-76;400 g/m2 geotextília alátétréteg elhelyezése, vízszintes felületen.;;289 m2;3 111;533;899 135;154 113;1 053 248

36-10-77;Hajlaterosíto fóliabádog profil szerelése falfödben, kit. 15 cm mérettel, mechanikai rögzítéssel.;;134 fm;4 202;2 489;563 098;333 520;896 618

36-10-78;Csatlakozás Megrendelo által beépített lefolyócsonkokhoz, PVC vízszigetelo anyaggal.;;4 db;3 333;16 000;13 332;64 001;77 333

36-10-79;Kármento szigetelés készítése 1,5 mm vtg Sikaplan WP1100-15HL PVC vízszigetelo anyaggal, vízszintes felületen forrólevegos hegesztéssel végtelenítve.;;289 m2;14 102;4 801;4 075 404;1 387 357;5 462 762

36-10-80;Kármento szigetelés készítése lábazaton egykomponensu kent szigeteléssel, üvegszövet erosítéssel, kit. 35 cm méretig.;;134 fm;19 233;8 000;2 577 235;1 072 017;3 649 253

36-10-81;Gépészeti áttörések, tartólábak szigetelése PVC anyaggal vagy kent szigeteléssel. (Eloirányzott költség.);;30 db;14 445;14 934;433 335;448 012;881 347

36-10-82;5. emeleti 5.20 - 5.39 konyhaüzem kármento szigetelése (T-PF.05, T-PF.33 rtg.);;;0;0;0;0;0

36-10-83;400 g/m2 geotextília alátétréteg elhelyezése, vízszintes felületen.;;141 m2;3 111;533;438 678;75 190;513 869

36-10-84;Hajlaterosíto fóliabádog profil szerelése falfödben, kit. 15 cm mérettel, mechanikai rögzítéssel.;;203 fm;4 202;2 489;853 052;505 258;1 358 310

36-10-85;Csatlakozás Megrendelo által beépített lefolyócsonkokhoz, PVC vízszigetelo anyaggal.;;10 db;3 333;16 000;33 329;160 003;193 332

36-10-86;Kármento szigetelés készítése 1,5 mm vtg Sikaplan WP1100-15HL PVC vízszigetelo anyaggal, vízszintes felületen forrólevegos hegesztéssel végtelenítve.;;141 m2;14 102;10 845;1 988 346;1 529 143;3 517 489

