Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-40-195 LBXR-400-400-200-90-100-100;6,0;db;22 076;21 559;132 457;129 355;261 812
61-40-196 LBXR-400-400-200-30-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-197 LBXR-400-400-200-44-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-198 LBXR-400-400-200-45-150-150;13,0;db;16 725;16 332;217 424;212 320;429 744
61-40-199 LBXR-400-400-200-75-150-150;1,0;db;22 076;21 559;22 076;21 559;43 635
61-40-200 LBXR-400-400-250-90-150-150;16,0;db;24 752;24 172;396 037;386 751;782 789
61-40-201 LBXR-400-400-250-45-150-150;9,0;db;16 725;16 332;150 525;146 991;297 515
61-40-202 LBXR-400-400-300-20-100-100;15,0;db;24 752;24 172;371 285;362 579;733 864
61-40-203 LBXR-400-400-300-90-150-150;1,0;db;21 742;21 232;21 742;21 232;42 974
61-40-204 LBXR-400-400-300-20-100-100;2,0;db;23 248;22 703;46 497;45 405;91 902
61-40-205 LBXR-400-400-300-45-150-150;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-206 LBXR-400-400-300-90-150-150;4,0;db;22 076;21 559;88 305;86 236;174 541
61-40-207 LBXR-400-400-300-45-150-150;3,0;db;16 725;16 332;50 175;48 997;99 172
61-40-208 LBXR-400-400-300-90-150-150;14,0;db;24 752;24 172;346 533;338 407;684 940
61-40-209 LBXR-250-400-400-90-150-150;3,0;db;24 752;24 172;74 257;72 516;146 773
61-40-210 LBXR-400-400-400-90-100-100;6,0;db;22 076;21 559;132 457;129 355;261 812
61-40-211 LBXR-400-400-450-45-150-150;4,0;db;22 076;21 559;88 305;86 236;174 541
61-40-212 LBXR-400-400-400-90-150-150;9,0;db;24 752;24 172;222 771;217 548;440 319
61-40-213 LBXR-400-400-500-20-150-150;1,0;db;18 565;18 129;18 565;18 129;36 694
61-40-214 LBXR-400-400-500-45-150-150;1,0;db;30 773;30 052;30 773;30 052;60 824
61-40-215 LBXR-400-400-500-30-150-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-216 LBXR-400-400-500-45-150-150;1,0;db;16 893;16 496;16 893;16 496;33 389
61-40-217 LBXR-400-400-500-70-150-150;1,0;db;20 906;20 416;20 906;20 416;41 322
61-40-218 LBXR-400-400-500-75-150-150;1,0;db;27 429;26 785;27 429;26 785;54 213
61-40-219 LBXR-400-400-500-90-150-150;5,0;db;28 767;28 092;143 833;140 459;284 292
61-40-220 LBXR-400-600-90-100-100;1,0;db;32 614;31 848;32 614;31 848;64 462
61-40-221 LBXR-400-600-45-150-150;6,0;db;38 132;37 238;228 792;223 431;452 223
61-40-222 LBXR-400-600-90-150-150;7,0;db;25 755;25 152;180 287;176 063;356 351
61-40-223 LBXR-400-200-700-90-150-150;1,0;db;41 477;40 504;41 477;40 504;81 982
61-40-224 LBXR-400-300-700-90-100-100;1,0;db;42 145;41 158;42 145;41 158;83 303
61-40-225 LBXR-700-90-150-150;3,0;db;43 483;42 464;130 450;127 392;257 842
61-40-226 LBXR-400-400-700-45-150-150;8,0;db;65 561;64 023;524 485;512 186;1 036 671
61-40-227 LBXR-400-310-700-90-150-150;5,0;db;31 276;30 542;156 379;152 711;309 090
61-40-228 LBXR-400-800-90-150-150;1,0;db;51 512;50 304;51 512;50 304;101 816
61-40-229 LBXR-400-800-45-150-150;4,0;db;72 848;64 728;291 390;258 912;550 302
61-40-230 LBXR-400-800-90-150-150;4,0;db;43 552;38 697;174 209;154 790;328 999
61-40-231 LBXR-400-900-45-150-150;6,0;db;72 848;64 728;437 085;388 368;825 453
61-40-232 LBXR-400-900-45-150-150;2,0;db;46 090;40 953;92 181;81 907;174 087
61-40-233 LBXR-300-400-1000-45-150-150;1,0;db;59 371;52 754;59 371;52 754;112 125
61-40-234 LBXR-400-400-1000-90-150-150;5,0;db;102 336;90 931;511 681;454 656;966 337
61-40-235 LBXR-400-400-1100-90-150-150;1,0;db;118 742;105 509;118 742;105 509;224 251
61-40-236 LBXR-400-400-1140-60-150-150;1,0;db;89 837;79 825;89 837;79 825;169 662
61-40-237 LBXR-400-400-1200-90-150-150;2,0;db;136 515;121 300;273 030;242 599;515 629
61-40-238 LBXR-400-400-1300-90-100-100;4,0;db;175 128;147 789;700 514;591 154;1 291 668
61-40-239 LBXR-400-400-1300-30-150-150;2,0;db;76 534;64 585;153 067;129 170;282 238
61-40-240 LBXR-400-400-1300-90-150-150;2,0;db;182 943;154 383;365 885;308 767;674 652
61-40-241 LBXR-400-400-1500-90-100-100;2,0;db;223 163;188 324;446 325;376 648;822 973
