Tétel;Megjegyzés;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
36-00-23 LA.05.04. Gépészeti zsalu;;1;db;471 900;45 760;471 900;45 760;517 660
36-00-24 LA.09.01. Gépészeti szellőzőrács;;1;db;443 300;45 760;443 300;45 760;489 060
36-00-25 LA.05.05. Gépészeti zsalu;;1;db;915 200;80 080;915 200;80 080;995 280
36-00-26 LA.09.02. Gépészeti szellőzőrács;;1;db;729 300;70 928;729 300;70 928;800 228
36-00-27 LA.09.03. Gépészeti szellőzőrács;;2;db;386 100;35 464;772 200;70 928;843 128
36-00-28 LA.09.04. Gépészeti szellőzőrács;;5;db;185 900;32 032;929 500;160 160;1 089 660
36-00-29 LA.09.05. Gépészeti szellőzőrács;;2;db;572 000;52 624;1 144 000;105 248;1 249 248
36-00-30 LA.09.06b Gépészeti szellőzőrács;;1;db;343 200;43 472;343 200;43 472;386 672
36-00-31 LA.09.07. Gépészeti szellőzőrács;;2;db;772 200;93 808;1 544 400;187 616;1 732 016
36-00-32 LA.01.18. Terasz korlát;;75,83;fm;19 734;7 093;1 496 429;537 847;2 034 276
36-00-33 LA.09.08. Hő- és füstelvezető rács;;12;db;264 550;20 592;3 174 600;247 104;3 421 704
36-00-34 LA.01.19. Egyenes karú lépcsőkorlátok - Letámasztott;;22;db;71 500;13 728;1 573 000;302 016;1 875 016
36-00-35 LA.05.07. Gépészeti zsalu;;1;db;1 043 900;97 240;1 043 900;97 240;1 141 140
36-00-36 LA.12.01. UL20a csigalépcső korlát;;1;db;5 362 500;1 441 440;5 362 500;1 441 440;6 803 940
36-00-37 LA.01.22 Egyenes karú lépcsőkorlát;;1;db;500 500;62 920;500 500;62 920;563 420
36-00-38 LA.01.21. Trezor lépcső - lépcsőkorlát;;1;db;5 005 000;549 120;5 005 000;549 120;5 554 120
36-00-39 LA.12.02. UL20b csigalépcső korlát;;1;db;3 217 500;1 006 720;3 217 500;1 006 720;4 224 220
36-00-40 LA.01.23. UL32a, UL34b lépcső - lépcsőkorlát;;5,8;db;128 700;19 448;746 460;112 798;859 258
36-00-41 LA.06.07 - Lichthof lefedő hajlított acél háló;;1;db;1 287 000;16 160;1 287 000;160 160;1 447 160
36-00-42 LA.01.25-Alucobond burkolatú tető szerviz ajtó;;1;db;286 000;41 184;286 000;41 184;327 184
36-00-43 LA.03.03. 5. emelet gépészet létra;;1;db;357 500;27 456;357 500;27 456;384 956
36-00-44 LA.14.01 Tetőkerti szerszámtároló pad;;1;db;1 430 000;205 920;1 430 000;205 920;1 635 920
36-00-45 LA.08.02. Szellőzőrács;;4;db;15 730;4 004;62 920;16 016;78 936
36-00-46 LA.08.03. Szellőzőrács;;2;db;62 920;16 016;125 840;32 032;157 872
36-00-47 LA.09.12. Gépészeti zsalu;;1;db;157 300;20 592;157 300;20 592;177 892
