Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
80-00-00 GYENGEÁRAM;0;0;0;0;5 208 938 832;1 486 087 827;6 695 026 659
88-41-22;0;0;0;0;-;-;-
88-41-23;0;0;0;0;-;-;-
88-41-24;0;0;0;0;-;-;-
88-41-25;0;0;0;0;-;-;-
88-41-26;0;0;0;0;-;-;-
88-41-27;0;0;0;0;-;-;-
88-41-28;0;0;0;0;-;-;-
88-41-29;0;0;0;0;-;-;-
88-41-30;0;0;0;0;-;-;-
88-41-31;0;0;0;0;-;-;-
88-41-32;0;0;0;0;-;-;-
88-41-33;0;0;0;0;-;-;-
88-41-34;0;0;0;0;-;-;-
88-41-35;0;0;0;0;-;-;-
88-41-36;0;0;0;0;-;-;-
88-41-37;0;0;0;0;-;-;-
88-41-38;0;0;0;0;-;-;-
88-41-39;0;0;0;0;-;-;-
88-41-40;0;0;0;0;-;-;-
88-41-41;0;0;0;0;-;-;-
88-41-42;0;0;0;0;-;-;-
88-41-43;0;0;0;0;-;-;-
