Tétel;Megjegyzés;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
44-00-22 Fazettázott vágott tükör, 120 x 110 cm;Konszig jel: B0-8-09.1, He.szám: A.129;1,0;db;69 988;10 032;69 988;10 032;80 020
44-00-23 Falra ragasztott tükör, 203 x 110 cm;Konszig jel: B0-8-09.2, He.szám: A.141 / A.137;2,0;db;111 133;15 928;222 266;31 856;254 122
44-00-70 Falra ragasztott tükör, 50 x 110 cm;Konszig jel: B0-8-09.3, He.szám: A.120;1,0;db;38 637;5 538;38 637;5 538;44 175
44-00-71 Falra ragasztott tükör, 90 x 105 cm;Konszig jel: B0-8-09.4, He.szám: A.20;1,0;db;51 401;7 367;51 401;7 367;58 768
44-00-72 Falra ragasztott tükör, 265 x 185 cm;Konszig jel: B0-8-09.5, He.szám: A.10;1,0;db;150 049;21 506;150 049;21 506;171 555
44-00-73 Falra ragasztott tükör, 130 x 87 cm;Konszig jel: B0-8-09.6, He.szám: A.63;1,0;db;64 719;9 275;64 719;9 275;73 994
44-00-74 Falra ragasztott tükör, 213 x 135 cm;Konszig jel: B0-8-09.7, He.szám: A.03;1,0;db;210 300;30 156;210 300;30 156;240 456
44-00-75 Falra ragasztott tükör, 130 x 92 cm;Konszig jel: B0-8-09.8, He.szám: A.01;1,0;db;64 816;9 290;64 816;9 290;74 106
44-00-76 Falra ragasztott tükör, 195 x 150 cm;Konszig jel: B0-8-09.9, He.szám: A.122;2,0;db;143 789;20 609;287 577;41 218;328 796
44-00-77 Falra ragasztott tükör, 190 x 100 cm;Konszig jel: B0-8-09.10, He.szám: A.127;1,0;db;125 527;17 925;125 527;17 925;143 452
44-00-78 Falra ragasztott tükör, 100 x 130 cm;Konszig jel: B0-8-09.11, He.szám: A.123;2,0;db;68 443;9 810;136 886;19 620;156 506
44-00-79 Falra ragasztott tükör, 200 x 100 cm;Konszig jel: B0-8-09.12, He.szám: A.132;1,0;db;103 148;14 783;103 148;14 783;117 932
44-00-80 Falra ragasztott tükör, 200 x 90 cm;Konszig jel: B0-8-09.13, He.szám: A.140;1,0;db;93 080;13 341;93 080;13 341;106 421
44-00-81 Falra akasztott tükör, 60 x 180 cm;Konszig jel: B0-8-10, He.szám: M.20;1,0;db;35 136;5 035;35 136;5 035;40 172
44-00-82 Falra akasztott tükör, 60 x 180 cm;Konszig jel: B0-8-10, He.szám: M.12;1,0;db;35 136;5 035;35 136;5 035;40 172
44-00-83 Falra akasztott tükör, 60 x 130 cm;Konszig jel: B0-8-10, He.szám: 2.05 / 2.50;2,0;db;35 136;5 035;70 271;10 072;80 343
44-00-84 Falra akasztott tükör, 60 x 130 cm;Konszig jel: B0-8-10, He.szám: 2.05 / 2.50;2,0;db;35 136;5 035;70 271;10 072;80 343
44-00-85 Falra akasztott tükör, 60 x 130 cm;Konszig jel: B0-8-10, He.szám: 5.10 / 5.11;2,0;db;35 136;5 035;70 271;10 072;80 343
44-00-86 Falra akasztott tükör, 60 x 130 cm;Konszig jel: B0-8-10;3,0;db;35 136;5 035;105 407;15 106;120 513
44-00-87 Falra akasztott tükör, 60 x 130 cm;Konszig jel: B0-8-10, He.szám: F.117 / F.08;3,0;db;35 136;5 035;105 407;15 106;120 513
44-00-88 Falra akasztott tükör, 60 x 130 cm;Konszig jel: B0-8-10, He.szám: 4.02 / 4.52;2,0;db;35 136;5 035;70 271;10 072;80 343
44-00-89 Előszobaszekrény ajtó, 200 x 410 cm;Konszig jel: BA-1-01.1, He.szám: F.41;1,0;db;6 714 930;506 163;6 714 930;506 163;7 221 093
