Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
"Négyszögkeresztmetszetű idomok horganyzott acéllemezből idomacél kerettel, tömítéssel, anyáscsavarokkal, felfüggesztő és tartószerkezetekkel; felfüggesztés, falátvezetés lágy gumibetét közbeiktatásával. A légcsatornák falvastagsága feleljen meg a DIN 24191 és ÖNORM H 6015 előírásainak. Nyomásállóság +1000 és -630 Pa között. Légtömörségi osztály (EN 12237): B 0-699 mm";0;0;0;0;-;-;-
61-41-136 Nadrágidom 1800x700-900x700-;1,0;db;54 684;48 589;54 684;48 589;103 273
61-41-137 Nadrágidom 2000x500-1000x500-;2,0;db;51 364;45 639;102 729;91 278;194 007
61-41-138 Nadrágidom 2200x400-1100x400-;2,0;db;51 364;45 639;102 729;91 278;194 007
Renson Easyflex lapos légcsatorna;0;0;0;0;-;-;-
61-41-139 Csatlakozó 125 - 63mm;35,0;db;28 085;14 699;982 971;514 479;1 497 450
61-41-140 Csatlakozó 135x55 - 69mm;210,0;db;6 973;4 900;1 464 240;1 028 958;2 493 198
61-41-141 Egyenes légcsatorna 135x55 - 420mm;70,0;db;28 662;12 494;2 006 327;874 594;2 880 921
61-41-142 Fali/mennyezeti elem;35,0;db;42 234;14 699;1 478 185;514 479;1 992 664
61-41-143 Könyök idom 90° 55x135;70,0;db;19 954;9 800;1 396 771;685 972;2 082 743
61-50-00 ANEMOSZTÁTOK;0;0;0;0;334 485 748;44 389 046;378 874 794
Befúvásra alkalmas kör alakú légszelep. A légszelep a körbefutó tömítéssel ellátott kör alakú szelepygyűrűből, az ellenanyával, menetes szárral ellátott szeleptányérból és a beépítő- kerettből áll. A frontoldal anyaga acéllemez fehér porszórt festéssel (mint a RAL 9010). A menetes szár és az ellenanya horganyzott acélból, a beépítőkeret horganyzott acéllemezből. 1...1,5 fm SONODEC hangcsillapítóval bekötve;0;0;0;0;-;-;-
61-50-01 STV-Z/100;3,0;db;5 902;6 125;17 705;18 375;36 080
61-50-02 STV-Z/125;14,0;db;7 212;6 125;100 969;85 751;186 720
61-50-03 STV-Z/160;28,0;db;8 192;6 125;229 377;171 501;400 878
61-50-04 STV-Z/200;5,0;db;117 944;6 125;589 720;30 625;620 346
Befúvásra és elszívásra egyaránt alkalmas szellőző rács, állítható lamellákkal, acél kerettel, légmennyiség szabályozóval. Belsőépítészet által meghatározott színben.;0;0;0;0;-;-;-
61-50-05 AL-825-125;22,0;db;90 387;8 167;1 988 506;179 668;2 168 173
61-50-06 AL-1025-325;10,0;db;174 480;8 167;1 744 801;81 667;1 826 468
61-50-07 KG-415-65;1,0;db;27 460;8 167;27 460;8 167;35 626
61-50-08 KG-415-115;3,0;db;30 320;8 167;90 960;24 500;115 460
61-50-09 KG-615-65;3,0;db;33 752;8 167;101 255;24 500;125 755
61-50-10 KG-615-115;7,0;db;34 324;8 167;240 268;57 167;297 435
61-50-11 KG-815-65;2,0;db;41 188;8 167;82 377;16 333;98 710
61-50-12 KG-815-115;9,0;db;44 049;8 167;396 438;73 500;469 939
61-50-13 KG-1215-115;3,0;db;54 346;8 167;163 037;24 500;187 537
61-50-14 RGS-1-425-75;2,0;db;29 987;8 167;59 974;16 333;76 308
