Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
87-50-27;;;;;;;
87-50-28;;;;;;;
87-50-29;;;;;;;
87-50-30;;;;;;;
87-50-31;;;;;;;
87-50-32;;;;;;;
87-50-33;;;;;;;
87-50-34;;;;;;;
87-50-35;;;;;;;
87-50-36;;;;;;;
87-50-37;;;;;;;
87-50-38;;;;;;;
87-50-39;;;;;;;
87-50-40;;;;;;;
87-50-41;;;;;;;
88-00-00 AUDIOVIZUÁLIS ÉS VEZÉRLÉSTECHNIKAI RENDSZEREK;;;;;876897566;208801855;1085699421
88-10-00 TEÁTRUM PAVILON;;;;;387176715;43204671;430381386
88-10-01;;;;;;;
88-10-02;;;;;;;
88-10-03;;;;;;;
88-10-04;;;;;;;
88-10-05;;;;;;;
88-10-06;;;;;;;
88-10-07;;;;;;;
