Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
80-00-00 GYENGEÁRAM;;;;;5 208 938 832;1 486 087 827;6 695 026 659
83-00-20;;;-;-;-;-;-
83-00-21;;;-;-;-;-;-
83-00-22;;;-;-;-;-;-
83-00-23;;;-;-;-;-;-
83-00-24;;;-;-;-;-;-
83-00-25;;;-;-;-;-;-
83-00-26;;;-;-;-;-;-
83-00-27;;;-;-;-;-;-
83-00-28;;;-;-;-;-;-
83-00-29;;;-;-;-;-;-
83-00-30;;;-;-;-;-;-
83-00-31;;;-;-;-;-;-
83-00-32;;;-;-;-;-;-
83-00-33;;;-;-;-;-;-
83-00-34;;;-;-;-;-;-
83-00-35;;;-;-;-;-;-
83-00-36;;;-;-;-;-;-
83-00-37;;;-;-;-;-;-
83-00-38;;;-;-;-;-;-
83-00-39;;;-;-;-;-;-
83-00-40;;;-;-;-;-;-
