Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
80-00-00 GYENGEÁRAM;;;;;5 208 938 832;1 486 087 827;6 695 026 659
81-00-00 TŰZJELZŐ RENDSZER;;;0;0;-;-;-
Tűzjelző központok;;;-;-;-;-;-
81-00-01;;;-;-;-;-;-
81-00-02;;;-;-;-;-;-
81-00-03;;;-;-;-;-;-
81-00-04;;;-;-;-;-;-
Központ tartozékok;;;-;-;-;-;-
81-00-05;;;-;-;-;-;-
81-00-06;;;-;-;-;-;-
81-00-07;;;-;-;-;-;-
81-00-08;;;-;-;-;-;-
Központ tartozékok hálózati kiépítéshez, felügyelethez;;;-;-;-;-;-
81-00-09;;;-;-;-;-;-
81-00-10;;;-;-;-;-;-
Érzékelők;;;-;-;-;-;-
81-00-11;;;-;-;-;-;-
81-00-12;;;-;-;-;-;-
81-00-13;;;-;-;-;-;-
81-00-14;;;-;-;-;-;-
81-00-15;;;-;-;-;-;-
81-00-16;;;-;-;-;-;-
81-00-17;;;-;-;-;-;-
Kézi jelzésadók;;;-;-;-;-;-
81-00-18;;;-;-;-;-;-
81-00-19;;;-;-;-;-;-
81-00-20;;;-;-;-;-;-
Modulok;;;-;-;-;-;-
81-00-21;;;-;-;-;-;-
81-00-22;;;-;-;-;-;-
81-00-23;;;-;-;-;-;-
81-00-24;;;-;-;-;-;-
81-00-25;;;-;-;-;-;-
81-00-26;;;-;-;-;-;-
81-00-27;;;-;-;-;-;-
81-00-28;;;-;-;-;-;-
Egyebek, tápegységek;;;-;-;-;-;-
81-00-29;;;-;-;-;-;-
81-00-30;;;-;-;-;-;-
81-00-31;;;-;-;-;-;-
Szirénák;;;-;-;-;-;-
81-00-32;;;-;-;-;-;-
81-00-33;;;-;-;-;-;-
81-00-34;;;-;-;-;-;-
81-00-35;;;-;-;-;-;-
81-00-36;;;-;-;-;-;-
81-00-37;;;-;-;-;-;-
81-00-38;;;-;-;-;-;-
81-00-39;;;-;-;-;-;-
