Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
71-00-00 ÉPÜLETVILLAMOSSÁG;;;;;2 586 804 892;996 575 817;3 583 380 709
13,8W, 3000K, 1250lm, CRI>80, 60°, 91lm/W, On/Off kapcsolható, IP65/IP20, 60.500h élettartam, fehér színben, Ø81x60mm;0;0;0;0;-;-;-
L66 Fluxe 75 álmennyezetbe süllyesztett LED világítótest;29,0;db;22 581;9 323;577 680;259 956;837 636
24W, 3000K, 2555lm, CRI>80, 106lm/W, not Dimmable, IP65, fehér színben, 33.000h élettartam, Ø330x55mm;0;0;0;0;-;-;-
L77 Oblo 2.0 - 330 mennyezetre vagy falra szerelt LED világítótest;32,0;db;14 113;5 827;398 400;179 280;577 680
9,2W, 3000K, 600lm, CRI>80, 65lm/W, 60°, DALI DIM, IP44/20, fehér színben, 60.000h élettartam, Ø80x70mm;0;0;0;0;-;-;-
L87 Pointer 68 G2 fix álmennyezetbe süllyesztett LED világítótest;12,0;db;39 164;16 169;414 585;186 563;601 148
1. EMELET;;;0;0;-;-;-
96W, 3000K, 13430lm, CRI>80, DALI DIM, IP20, egyedi anodic champagne színben, Ø900x87mm;0;0;0;0;-;-;-
L01.1 VELA 900 direct / indirect power LED függesztett lámpatest;3,0;db;848 757;97 302;2 246 182;1 010 782;3 256 964
96W, 3000K, 13430lm, CRI>80, DALI DIM, IP20, egyedi anodic champagne színben, Ø900x87mm;0;0;0;0;-;-;-
L01.3 VELA 900 direct / indirect power LED függesztett lámpatest;3,0;db;848 757;97 302;2 246 182;1 010 782;3 256 964
27W, 3000K, 1953lm, 116lm/W, CRI>80, UGR<19, On/Off kapcsolható, IP20, 50.000h élettartam, króm színben, Ø220x167mm;0;0;0;0;-;-;-
L2.1 On/Off kapcsolható Annex M függesztett lámpatest;70,0;db;267 918;90 634;16 543 975;7 444 789;23 988 764
IP20, 1xE27, Polished brass színben, 1m függesztővel;0;0;0;0;-;-;-
L03 Paris Industrial függesztett dekoratív lámpatest;4,0;db;73 389;30 298;258 960;116 532;375 492
E27, 9W, 806lm, 3000K, Ra90, fázishasítással d.;0;0;0;0;-;-;-
L03 RICH COLOUR FILAMENT LED fényforrás;4,0;db;4 559;1 882;16 086;7 239;23 324
17,9W, 3000K, 1450lm, CRI>90, 60°, 78lm/W, DALI DIM, IP44/IP20, 60.500h élettartam, fehér színben, Ø108x118mm;0;0;0;0;-;-;-
L7 Illuxtron Strada 100 álmennyezetbe süllyesztett LED világítótest;10,0;db;52 925;21 850;466 875;210 094;676 969
32,1W, 3000K, 2150lm, CRI>90, 37°, UGR<19, DALI DIM, IP20, fehér színben, Ø100x107mm;0;0;0;0;-;-;-
L08 Odion 3F XS LED sínes lámpatest;7,0;db;66 685;27 531;411 784;185 303;597 086
32,1W, 3000K, 2150lm, CRI>90, 18°, UGR<19, DALI DIM, IP20, fehér színben, Ø100x107mm;0;0;0;0;-;-;-
L08a Odion 3F XS LED sínes lámpatest;21,0;db;66 685;27 531;1 235 351;555 908;1 791 259
32,1W, 3000K, 2150lm, CRI>90, 60°, UGR<19, DALI DIM, IP20, fehér színben, Ø100x107mm;0;0;0;0;-;-;-
L08.1 Odion 3F XS LED sínes lámpatest;20,0;db;66 685;27 531;1 176 525;529 436;1 705 961
DALI DIM, fehér színben, 3000x35.5x35.2mm;0;0;0;0;-;-;-
L08 sín 3 fázisú sín;44,0;db;31 649;13 066;1 228 442;552 799;1 781 240
DALI DIM, fehér színben, 2000x35.5x35.2mm;0;0;0;0;-;-;-
L08 sín 3 fázisú sín;5,0;db;14 932;6 165;65 861;29 637;95 498
DALI DIM, fehér színben;0;0;0;0;-;-;-
"L08 sín 3 fázisú sín ""L"" alakú összekötő elem";6,0;db;10 020;4 137;53 037;23 867;76 904
DALI DIM, fehér színben;0;0;0;0;-;-;-
L08 sín 3 fázisú sín betáp elem;5,0;db;5 046;2 083;22 254;10 014;32 269
fehér színben;0;0;0;0;-;-;-
L08 sín 3 fázisú sín végzáró elem;5,0;db;494;204;2 179;980;3 159
DALI DIM, fehér színben;0;0;0;0;-;-;-
L08 sín 3 fázisú sín rejtett összekötő elem;42,0;db;3 493;1 442;129 418;58 238;187 656
25,1W, 3000K, 2000lm, CRI>90, 37°, 78lm/W, DALI DIM, IP44/IP20, 60.500h élettartam, fehér színben, Ø108x118mm;0;0;0;0;-;-;-
L9.1 DALI Strada 100 LV LED álmennyezetbe süllyesztett világítótest;25,0;db;52 925;21 850;1 167 188;525 234;1 692 422
41W, 3000K, 3340lm, 120lm/W, CRI>80, UGR<19, DALI DIM, IP20, 50.000h élettartam, króm színben, Ø275x210mm;0;0;0;0;-;-;-
L9.2 Annex L függesztett lámpatest;311,0;db;311 904;70 157;85 570 095;38 506 543;124 076 638
