Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
80-00-00 GYENGEÁRAM;;;;;5 208 938 832;1 486 087 827;6 695 026 659
81-00-40;;;-;-;-;-;-
Grafikus felügyeleti rendszer;;;-;-;-;-;-
81-00-41;;;-;-;-;-;-
81-00-42;;;-;-;-;-;-
81-00-43;;;-;-;-;-;-
81-00-44;;;-;-;-;-;-
81-00-45;;;-;-;-;-;-
81-00-46;;;-;-;-;-;-
81-00-47;;;-;-;-;-;-
81-00-48;;;-;-;-;-;-
81-00-49;;;-;-;-;-;-
81-00-50;;;-;-;-;-;-
81-00-51;;;-;-;-;-;-
81-00-52;;;-;-;-;-;-
81-00-53;;;-;-;-;-;-
81-00-54;;;-;-;-;-;-
81-00-55;;;-;-;-;-;-
81-00-56;;;-;-;-;-;-
81-00-57;;;-;-;-;-;-
81-00-58;;;-;-;-;-;-
81-00-59;;;-;-;-;-;-
81-00-60;;;-;-;-;-;-
81-00-61;;;-;-;-;-;-
81-00-62;;;-;-;-;-;-
82-00-00 BEHATOLÁSJELZŐ RENDSZER;;;0;0;77 695 885;116 779 035;194 474 920
82-00-01;;;-;-;-;-;-
82-00-02;;;-;-;-;-;-
82-00-03;;;-;-;-;-;-
82-00-04;;;-;-;-;-;-
82-00-05;;;-;-;-;-;-
82-00-06;;;-;-;-;-;-
