Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-30-662 LKR-900-350-1500;24,0;db;68 786;63 161;1 650 865;1 515 859;3 166 724
61-30-663 LKR-900-350-1700;1,0;db;77 958;71 582;77 958;71 582;149 540
61-30-664 LKR-900-350-1900;1,0;db;87 129;80 004;87 129;80 004;167 133
61-30-665 LKR-900-350-2100;1,0;db;96 301;88 426;96 301;88 426;184 726
61-30-666 LKR-900-400-100;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-667 LKR-900-400-300;4,0;db;18 343;16 842;73 371;67 370;140 741
61-30-668 LKR-900-400-500;2,0;db;23 846;21 895;47 692;43 791;91 483
61-30-669 LKR-900-400-700;1,0;db;33 384;30 654;33 384;30 654;64 038
61-30-670 LKR-900-400-1000;1,0;db;47 692;43 792;47 692;43 792;91 484
61-30-671 LKR-900-400-1100;1,0;db;52 461;48 171;52 461;48 171;100 632
61-30-672 LKR-900-400-1500;6,0;db;71 538;65 687;429 229;394 124;823 353
61-30-673 LKR-900-400-1900;1,0;db;90 615;83 204;90 615;83 204;173 819
61-30-674 LKR-900-500-200;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-675 LKR-900-500-400;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-676 LKR-900-500-900;2,0;db;18 343;16 842;36 686;33 685;70 371
61-30-677 LKR-900-500-600;3,0;db;25 680;23 580;77 041;70 740;147 782
61-30-678 LKR-900-500-900;1,0;db;30 816;28 296;30 816;28 296;59 112
61-30-679 LKR-900-500-1200;1,0;db;51 361;47 160;51 361;47 160;98 521
61-30-680 LKR-900-500-1400;1,0;db;71 904;66 025;71 904;66 025;137 929
61-30-681 LKR-900-500-1500;12,0;db;77 040;70 740;924 483;848 882;1 773 366
61-30-682 LKR-900-600-100;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-683 LKR-900-700-400;2,0;db;23 479;21 559;46 957;43 118;90 076
61-30-684 LKR-900-700-1000;1,0;db;58 697;53 898;58 697;53 898;112 595
61-30-685 LKR-900-700-1500;1,0;db;88 047;80 846;88 047;80 846;168 893
61-30-686 LKR-900-700-2000;1,0;db;117 395;107 794;117 395;107 794;225 189
61-30-687 LKR-900-800-200;2,0;db;18 343;16 842;36 686;33 685;70 371
61-30-688 LKR-900-800-300;2,0;db;18 710;17 180;37 420;34 360;71 780
61-30-689 LKR-900-800-500;2,0;db;31 183;28 633;62 365;57 266;119 631
61-30-690 LKR-900-800-900;1,0;db;62 366;57 266;62 366;57 266;119 632
61-30-691 LKR-900-800-1500;2,0;db;112 259;103 079;224 518;206 158;430 676
61-30-692 LKR-900-800-1600;1,0;db;118 496;108 805;118 496;108 805;227 301
61-30-693 LKR-900-1000-100;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-694 LKR-900-1100-100;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-695 LKR-900-1100-200;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-696 LKR-900-1100-500;2,0;db;18 343;16 842;36 686;33 686;70 372
61-30-697 LKR-900-1100-600;1,0;db;44 023;40 422;44 023;40 422;84 446
61-30-698 LKR-900-1100-800;1,0;db;58 697;53 898;58 697;53 898;112 595
61-30-699 LKR-900-1100-1200;1,0;db;88 047;80 846;88 047;80 846;168 893
61-30-700 LKR-900-1100-1300;2,0;db;95 383;87 584;190 766;175 168;365 934
61-30-701 LKR-900-1100-1400;1,0;db;102 721;94 320;102 721;94 320;197 041
61-30-702 LKR-900-1100-1500;30,0;db;110 058;101 058;3 301 751;3 031 738;6 333 489
61-30-703 LKR-930-445-400;2,0;db;20 177;18 527;40 355;37 054;77 409
61-30-704 LKR-930-445-500;2,0;db;25 313;23 243;50 626;46 485;97 112
61-30-705 LKR-1000-200-600;2,0;db;26 414;24 254;52 828;48 507;101 335
61-30-706 LKR-1000-250-800;1,0;db;36 686;33 686;36 686;33 686;70 372
61-30-707 LKR-1000-250-900;1,0;db;41 272;37 897;41 272;37 897;79 169
61-30-708 LKR-1000-250-1000;1,0;db;45 858;42 107;45 858;42 107;87 965
